rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,1:40.91,,David RUDISHA,1988-12-17,KEN,1,"Olympic Stadium, London (GBR)",2012-08-09,1301.0,800-metres,middlelong,male,senior,800-metres,track,100.91,GBR,23.0,2012
2,1:41.01,,David RUDISHA,1988-12-17,KEN,1f1,"Stadio Guidobaldi, Rieti (ITA)",2010-08-29,1298.0,800-metres,middlelong,male,senior,800-metres,track,101.01,ITA,21.0,2010
3,1:41.09,,David RUDISHA,1988-12-17,KEN,1,"Olympiastadion, Berlin (GER)",2010-08-22,1296.0,800-metres,middlelong,male,senior,800-metres,track,101.09,GER,21.0,2010
4,1:41.11,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2024-08-22,1295.0,800-metres,middlelong,male,senior,800-metres,track,101.11,SUI,20.0,2024
4,1:41.11,,Wilson KIPKETER,1972-12-12,DEN,1,Köln (GER),1997-08-24,1295.0,800-metres,middlelong,male,senior,800-metres,track,101.11,GER,24.0,1997
6,1:41.19,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Stade de France, Paris (FRA)",2024-08-10,1292.0,800-metres,middlelong,male,senior,800-metres,track,101.19,FRA,20.0,2024
7,1:41.20,,Marco AROP,1998-09-20,CAN,2,"Stade de France, Paris (FRA)",2024-08-10,1292.0,800-metres,middlelong,male,senior,800-metres,track,101.2,FRA,25.0,2024
8,1:41.24,,Wilson KIPKETER,1972-12-12,DEN,1f1,Zürich (SUI),1997-08-13,1291.0,800-metres,middlelong,male,senior,800-metres,track,101.24,SUI,24.0,1997
9,1:41.33,,David RUDISHA,1988-12-17,KEN,1f1,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1288.0,800-metres,middlelong,male,senior,800-metres,track,101.33,ITA,22.0,2011
10,1:41.44,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Stade Louis II, Monaco (MON)",2025-07-11,1285.0,800-metres,middlelong,male,senior,800-metres,track,101.44,MON,20.0,2025
11,1:41.46,,Djamel SEDJATI,1999-05-03,ALG,1,"Stade Louis II, Monaco (MON)",2024-07-12,1284.0,800-metres,middlelong,male,senior,800-metres,track,101.46,MON,25.0,2024
12,1:41.50,,Djamel SEDJATI,1999-05-03,ALG,3,"Stade de France, Paris (FRA)",2024-08-10,1283.0,800-metres,middlelong,male,senior,800-metres,track,101.5,FRA,25.0,2024
13,1:41.51,,David RUDISHA,1988-12-17,KEN,1f1,Heusden-Zolder (BEL),2010-07-10,1282.0,800-metres,middlelong,male,senior,800-metres,track,101.51,BEL,21.0,2010
14,1:41.54,,David RUDISHA,1988-12-17,KEN,1,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1281.0,800-metres,middlelong,male,senior,800-metres,track,101.54,FRA,23.0,2012
15,1:41.56,,Djamel SEDJATI,1999-05-03,ALG,1,"Stade Charléty, Paris (FRA)",2024-07-07,1281.0,800-metres,middlelong,male,senior,800-metres,track,101.56,FRA,25.0,2024
16,1:41.58,,Emmanuel WANYONYI,2004-08-01,KEN,2,"Stade Charléty, Paris (FRA)",2024-07-07,1280.0,800-metres,middlelong,male,senior,800-metres,track,101.58,FRA,19.0,2024
17,1:41.61,,Gabriel TUAL,1998-04-09,FRA,3,"Stade Charléty, Paris (FRA)",2024-07-07,1279.0,800-metres,middlelong,male,senior,800-metres,track,101.61,FRA,26.0,2024
18,1:41.67,,Bryce HOPPEL,1997-09-05,USA,4,"Stade de France, Paris (FRA)",2024-08-10,1277.0,800-metres,middlelong,male,senior,800-metres,track,101.67,FRA,26.0,2024
19,1:41.70,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",2024-06-15,1276.0,800-metres,middlelong,male,senior,800-metres,track,101.7,KEN,19.0,2024
20,1:41.72,,Marco AROP,1998-09-20,CAN,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2024-08-22,1276.0,800-metres,middlelong,male,senior,800-metres,track,101.72,SUI,25.0,2024
21,1:41.73,,Wilson KIPKETER,1972-12-12,DEN,1,Stockholm (SWE),1997-07-07,1275.0,800-metres,middlelong,male,senior,800-metres,track,101.73,SWE,24.0,1997
21,1:41.73,,Nijel AMOS,1994-03-15,BOT,2,"Olympic Stadium, London (GBR)",2012-08-09,1275.0,800-metres,middlelong,male,senior,800-metres,track,101.73,GBR,18.0,2012
1,1:41.73,,Nijel AMOS,1994-03-15,BOT,2,"Olympic Stadium, London (GBR)",2012-08-09,1275.0,800-metres,middlelong,male,u20,800-metres,track,101.73,GBR,18.0,2012
21,1:41.73,,Sebastian COE,1956-09-29,GBR,1,Firenze (ITA),1981-06-10,1275.0,800-metres,middlelong,male,senior,800-metres,track,101.73,ITA,24.0,1981
24,1:41.74,,David RUDISHA,1988-12-17,KEN,1,"Icahn Stadium, New York, NY (USA)",2012-06-09,1275.0,800-metres,middlelong,male,senior,800-metres,track,101.74,USA,23.0,2012
25,1:41.77,,Joaquim CRUZ,1963-03-12,BRA,1,Köln (GER),1984-08-26,1274.0,800-metres,middlelong,male,senior,800-metres,track,101.77,GER,21.0,1984
26,1:41.83,,Wilson KIPKETER,1972-12-12,DEN,1,Rieti (ITA),1996-09-01,1272.0,800-metres,middlelong,male,senior,800-metres,track,101.83,ITA,23.0,1996
27,1:41.86,,Emmanuel WANYONYI,2004-08-01,KEN,1,"National Stadium, Tokyo (JPN)",2025-09-20,1271.0,800-metres,middlelong,male,senior,800-metres,track,101.86,JPN,21.0,2025
27,1:41.86,,Marco AROP,1998-09-20,CAN,1,"Stadion Śląski, Chorzów (POL)",2024-08-25,1271.0,800-metres,middlelong,male,senior,800-metres,track,101.86,POL,25.0,2024
29,1:41.89,,Nijel AMOS,1994-03-15,BOT,1,"Stade Louis II, Monaco (MON)",2019-07-12,1270.0,800-metres,middlelong,male,senior,800-metres,track,101.89,MON,25.0,2019
30,1:41.90,,Djamel SEDJATI,1999-05-03,ALG,2,"National Stadium, Tokyo (JPN)",2025-09-20,1270.0,800-metres,middlelong,male,senior,800-metres,track,101.9,JPN,26.0,2025
31,1:41.95,,Marco AROP,1998-09-20,CAN,3,"National Stadium, Tokyo (JPN)",2025-09-20,1268.0,800-metres,middlelong,male,senior,800-metres,track,101.95,JPN,27.0,2025
31,1:41.95,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Olympiastadion, Stockholm (SWE)",2025-06-15,1268.0,800-metres,middlelong,male,senior,800-metres,track,101.95,SWE,20.0,2025
33,1:42.00,,Emmanuel WANYONYI,2004-08-01,KEN,1,"Olympic Stadium, London (GBR)",2025-07-19,1267.0,800-metres,middlelong,male,senior,800-metres,track,102.0,GBR,20.0,2025
34,1:42.01,,Josh HOEY,1999-11-01,USA,2,"Stade Louis II, Monaco (MON)",2025-07-11,1266.0,800-metres,middlelong,male,senior,800-metres,track,102.01,MON,25.0,2025
34,1:42.01,,David RUDISHA,1988-12-17,KEN,1f1,Rieti (ITA),2009-09-06,1266.0,800-metres,middlelong,male,senior,800-metres,track,102.01,ITA,20.0,2009
