rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,10:30.28,,Tom BOSWORTH,1990-01-17,GBR,1,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1252.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,630.28,GBR,28.0,2018
2,10:31.42,,Andreas ERM,1976-03-12,GER,1,Halle (GER) (i),2001-02-04,1249.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,631.42,GER,24.0,2001
3,10:43.84,,Tom BOSWORTH,1990-01-17,GBR,1,"Olympic Stadium, London (GBR)",2018-07-21,1217.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,643.84,GBR,28.0,2018
4,10:44.00,,Christopher LINKE,1988-10-24,GER,1,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",2024-02-02,1217.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,644.0,GER,35.0,2024
5,10:45.60,,Maher BEN HLIMA,1989-07-24,POL,1,"Hala Uniwersytetu, Rzeszów (POL) (i)",2025-02-08,1213.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,645.6,POL,35.0,2025
6,10:47.08,,Lebogang SHANGE,1990-08-01,RSA,2,"Olympic Stadium, London (GBR)",2018-07-21,1209.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,647.08,GBR,27.0,2018
7,10:47.11,,Giovanni DE BENEDICTIS,1968-01-08,ITA,,San Giovanni Valdarno (ITA),1990-05-19,1209.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,647.11,ITA,22.0,1990
8,10:48.6h,,Maksim DENISOV,2005-05-07,RUS,1,"Football and athletics Arena, Saransk (RUS) (i)",2023-09-24,1205.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,648.6,RUS,18.0,2023
9,10:48.79,,Karl JUNGHANNß,1996-04-06,GER,2,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",2024-02-02,1205.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,648.79,GER,27.0,2024
10,10:49.33,,Christopher LINKE,1988-10-24,GER,1,Erfurt (GER) (i),2018-02-09,1203.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,649.33,GER,29.0,2018
11,10:52.15,,Nils BREMBACH,1993-02-23,GER,2,Erfurt (GER) (i),2018-02-09,1196.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,652.15,GER,24.0,2018
12,10:52.77,,Callum WILKINSON,1997-03-14,GBR,2,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1195.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,652.77,GBR,20.0,2018
13,10:54.61,,Carlo MATTIOLI,1954-10-23,ITA,1,Milano (ITA) (i),1980-02-06,1190.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,654.61,ITA,25.0,1980
14,10:54.70,,Dane BIRD-SMITH,1992-07-15,AUS,1,Brisbane (AUS),2017-02-11,1190.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,654.7,AUS,24.0,2017
15,10:56.06,,Dane BIRD-SMITH,1992-07-15,AUS,1,Brisbane (AUS),2018-03-28,1186.0,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.06,AUS,25.0,2018
