rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,3:32:33,,Yohann DINIZ,1978-01-01,FRA,1,"Letzigrund, Zürich (SUI)",2014-08-15,1269.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12753.0,SUI,36.0,2014
2,3:33:12,,Yohann DINIZ,1978-01-01,FRA,1,"Olympic Stadium, London (GBR)",2017-08-13,1265.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12792.0,GBR,39.0,2017
3,3:34:14,,Denis NIZHEGORODOV,1980-07-26,RUS,1,Cheboksary (RUS),2008-05-11,1258.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12854.0,RUS,27.0,2008
4,3:34:38,,Matej TÓTH,1983-02-10,SVK,1,Dudince (SVK),2015-03-21,1256.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12878.0,SVK,32.0,2015
5,3:35:29,,Denis NIZHEGORODOV,1980-07-26,RUS,1,Cheboksary (RUS),2004-06-13,1251.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12929.0,RUS,23.0,2004
6,3:35:47,,Nathan DEAKES,1977-08-17,AUS,1,Geelong (AUS),2006-12-02,1249.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12947.0,AUS,29.0,2006
7,3:36:03,,Robert KORZENIOWSKI,1968-07-30,POL,1,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1247.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12963.0,FRA,35.0,2003
8,3:36:04,,Alex SCHWAZER,1984-11-26,ITA,1,Rosignano Solvay (ITA),2007-02-11,1247.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12964.0,ITA,22.0,2007
9,3:36:06,,Chaohong YU,1975-11-03,CHN,1,Nanjing (CHN),2005-10-22,1247.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12966.0,CHN,29.0,2005
10,3:36:13,,Chengliang ZHAO,1984-06-01,CHN,2,Nanjing (CHN),2005-10-22,1246.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12973.0,CHN,21.0,2005
11,3:36:20,,Yucheng HAN,1978-12-16,CHN,1,Nanning (CHN),2005-02-27,1245.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12980.0,CHN,26.0,2005
12,3:36:21,,Matej TÓTH,1983-02-10,SVK,2,"Letzigrund, Zürich (SUI)",2014-08-15,1245.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12981.0,SUI,31.0,2014
13,3:36:39,,Robert KORZENIOWSKI,1968-07-30,POL,1,München (GER),2002-08-08,1244.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,12999.0,GER,34.0,2002
14,3:36:42,,German SKURYGIN,1963-09-15,RUS,2,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1243.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13002.0,FRA,39.0,2003
15,3:36:45,,Masatora KAWANO,1998-10-23,JPN,1,Takahata (JPN),2019-10-27,1243.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13005.0,JPN,21.0,2019
16,3:36:53,,Jared TALLENT,1984-10-17,AUS,1,"Olympic Stadium, London (GBR)",2012-08-11,1242.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13013.0,GBR,27.0,2012
17,3:37:04,,Alex SCHWAZER,1984-11-26,ITA,2,Cheboksary (RUS),2008-05-11,1241.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13024.0,RUS,23.0,2008
18,3:37:09,,Alex SCHWAZER,1984-11-26,ITA,1,"National Stadium, Beijing (CHN)",2008-08-22,1240.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13029.0,CHN,23.0,2008
19,3:37:16,,Tianfeng SI,1984-06-17,CHN,2,"Olympic Stadium, London (GBR)",2012-08-11,1240.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13036.0,GBR,28.0,2012
20,3:37:26,,Valeriy SPITSYN,1965-12-05,RUS,1,Moskva (RUS),2000-05-21,1239.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13046.0,RUS,34.0,2000
21,3:37:39,,Satoshi MARUO,1991-11-28,JPN,2,Takahata (JPN),2019-10-27,1237.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13059.0,JPN,27.0,2019
22,3:37:41,,Andrey PERLOV,1961-12-12,URS,1,Leningrad (URS),1989-08-05,1237.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13061.0,URS,27.0,1989
22,3:37:41,,Ivan NOSKOV,1988-07-16,RUS,3,"Letzigrund, Zürich (SUI)",2014-08-15,1237.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13061.0,SUI,26.0,2014
24,3:37:43,,Yohann DINIZ,1978-01-01,FRA,1,Alytus (LTU),2019-05-19,1237.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13063.0,LTU,41.0,2019
25,3:37:46,,Andreas ERM,1976-03-12,GER,3,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1237.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13066.0,FRA,27.0,2003
26,3:37:48,,Yohann DINIZ,1978-01-01,FRA,1,St. Sebastien-sur-Loire (FRA),2016-03-13,1236.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13068.0,FRA,38.0,2016
27,3:37:54,,Robert HEFFERNAN,1978-02-28,IRL,3,"Olympic Stadium, London (GBR)",2012-08-11,1236.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13074.0,GBR,34.0,2012
28,3:37:56,,Robert HEFFERNAN,1978-02-28,IRL,1,"Luzhniki Stadion, Moskva (RUS)",2013-08-14,1236.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13076.0,RUS,35.0,2013
29,3:37:58,,Shucai XING,1984-08-04,CHN,2,Nanning (CHN),2005-02-27,1235.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13078.0,CHN,20.0,2005
30,3:38:01,,Aleksey VOYEVODIN,1970-08-09,RUS,4,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1235.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13081.0,FRA,33.0,2003
31,3:38:02,,Denis NIZHEGORODOV,1980-07-26,RUS,1,La Coruña (ESP),2006-05-14,1235.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13082.0,ESP,25.0,2006
31,3:38:02,,Qin WANG,1994-05-08,CHN,1,Huangshan (CHN),2019-03-09,1235.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13082.0,CHN,24.0,2019
33,3:38:08,,Sergey KIRDYAPKIN,1980-06-18,RUS,1,"Olympiastadion, Helsinki (FIN)",2005-08-12,1234.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13088.0,FIN,25.0,2005
33,3:38:08,,Igor YEROKHIN,1985-09-04,RUS,1,Saransk (RUS),2008-06-08,1234.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13088.0,RUS,22.0,2008
35,3:38:17,,Ronald WEIGEL,1959-08-08,GDR,1,Potsdam (GDR),1986-05-25,1233.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13097.0,GDR,26.0,1986
36,3:38:23,,Denis NIZHEGORODOV,1980-07-26,RUS,5,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1233.0,50-kilometres-race-walk,race-walks,male,senior,50-kilometres-race-walk,track,13103.0,FRA,23.0,2003
