rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,1:42.27,,Cooper LUTKENHAUS,19 DEC 2008,USA,2,"Hayward Field, Eugene, OR (USA)",03 AUG 2025,1258,800-metres,middlelong,male,u18
2,1:43.37,,Mohammed AMAN,10 JAN 1994,ETH,3f1,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1224,800-metres,middlelong,male,u18
3,1:43.50,,Mohammed AMAN,10 JAN 1994,ETH,1,Milano (ITA),18 SEP 2011,1220,800-metres,middlelong,male,u18
4,1:43.76,,Emmanuel WANYONYI,01 AUG 2004,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",22 AUG 2021,1212,800-metres,middlelong,male,u18
5,1:44.08,,Leonard Kirwa KOSENCHA,21 AUG 1994,KEN,1,Lille (FRA),09 JUL 2011,1202,800-metres,middlelong,male,u18
6,1:44.29,,Mohammed AMAN,10 JAN 1994,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1195,800-metres,middlelong,male,u18
7,1:44.34,,Belal Mansoor ALI,17 OCT 1988,BRN,1,Conegliano (ITA),16 JUN 2005,1194,800-metres,middlelong,male,u18
8,1:44.36,,Ermias GIRMA,20 JAN 2005,ETH,1f1,"Avlo Atletiekclub, Lokeren (BEL)",22 MAY 2022,1193,800-metres,middlelong,male,u18
9,1:44.51,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,Nairobi (KEN),17 JUN 2015,1188,800-metres,middlelong,male,u18
10,1:44.55,,Kipyegon BETT,01 FEB 1998,KEN,2,Nairobi (KEN),17 JUN 2015,1187,800-metres,middlelong,male,u18
11,1:44.57,,Mohammed AMAN,10 JAN 1994,ETH,1sf1,"DS, Daegu (KOR)",28 AUG 2011,1187,800-metres,middlelong,male,u18
12,1:44.68,,Mohammed AMAN,10 JAN 1994,ETH,2,Lille (FRA),09 JUL 2011,1183,800-metres,middlelong,male,u18
13,1:44.88,,Noah KIBET,12 APR 2004,KEN,3,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",22 AUG 2021,1177,800-metres,middlelong,male,u18
14,1:44.97,,Noah KIBET,12 APR 2004,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1174,800-metres,middlelong,male,u18
15,1:44.98,,Timothy KITUM,20 NOV 1994,KEN,3,Lille (FRA),09 JUL 2011,1174,800-metres,middlelong,male,u18
16,1:45.10,,Felix MUTHIANI,27 JUL 2007,KEN,2,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",31 JUL 2024,1170,800-metres,middlelong,male,u18
17,1:45.11,,Noah KIBET,12 APR 2004,KEN,3,"Nyayo National Stadium, Nairobi (KEN)",29 MAY 2021,1170,800-metres,middlelong,male,u18
18,1:45.17,,Mohammed AMAN,10 JAN 1994,ETH,2h3,"DS, Daegu (KOR)",27 AUG 2011,1168,800-metres,middlelong,male,u18
19,1:45.35,,Belal Mansoor ALI,17 OCT 1988,BRN,1sf2,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1163,800-metres,middlelong,male,u18
20,1:45.36,,Max BURGIN,20 MAY 2002,GBR,1,Bedford (GBR),23 JUN 2019,1162,800-metres,middlelong,male,u18
21,1:45.45,,Noah KIBET,12 APR 2004,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",03 JUL 2021,1160,800-metres,middlelong,male,u18
21,1:45.45,,Cooper LUTKENHAUS,19 DEC 2008,USA,1f6,"Hayward Field, Eugene, OR (USA)",21 JUN 2025,1160,800-metres,middlelong,male,u18
23,1:45.55,,Belal Mansoor ALI,17 OCT 1988,BRN,7,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1157,800-metres,middlelong,male,u18
24,1:45.57,,Cooper LUTKENHAUS,19 DEC 2008,USA,2sf2,"Hayward Field, Eugene, OR (USA)",01 AUG 2025,1156,800-metres,middlelong,male,u18
25,1:45.58,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,"Pascual Guerrero Stadium, Cali (COL)",18 JUL 2015,1156,800-metres,middlelong,male,u18
26,1:45.74,,Mohammed AMAN,10 JAN 1994,ETH,1,Montreuil-sous-Bois (FRA),07 JUN 2011,1151,800-metres,middlelong,male,u18
27,1:45.78,,Abubaker KAKI,21 JUN 1989,SUD,2,Rabat (MAR),10 JUN 2006,1150,800-metres,middlelong,male,u18
28,1:45.81,,Emmanuel WANYONYI,01 AUG 2004,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",03 JUL 2021,1149,800-metres,middlelong,male,u18
29,1:45.86,,Kipyegon BETT,01 FEB 1998,KEN,2,"Pascual Guerrero Stadium, Cali (COL)",18 JUL 2015,1147,800-metres,middlelong,male,u18
30,1:45.93,,Mohammed AMAN,10 JAN 1994,ETH,8,"DS, Daegu (KOR)",30 AUG 2011,1145,800-metres,middlelong,male,u18
