rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,30.69,,Letsile TEBOGO,07 JUN 2003,BOT,1,"Pilditch Stadium, Pretoria (RSA)",17 FEB 2024,1286,300-metres,sprints,male,senior
2,30.81,,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1274,300-metres,sprints,male,senior
3,30.85,,Michael JOHNSON,13 SEP 1967,USA,1,Pretoria (RSA),24 MAR 2000,1270,300-metres,sprints,male,senior
4,30.97,,Usain BOLT,21 AUG 1986,JAM,1f1,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1259,300-metres,sprints,male,senior
5,31.03,,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,Kingston (JAM),11 JUN 2016,1253,300-metres,sprints,male,senior
6,31.23,,LaShawn MERRITT,27 JUN 1986,USA,2,Kingston (JAM),11 JUN 2016,1234,300-metres,sprints,male,senior
7,31.30,,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",07 JUN 2009,1227,300-metres,sprints,male,senior
8,31.31,,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",08 AUG 2006,1226,300-metres,sprints,male,senior
9,31.44,,Isaac MAKWALA,24 SEP 1985,BOT,2,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1214,300-metres,sprints,male,senior
10,31.48,,Danny EVERETT,01 NOV 1966,USA,1,Jerez de la Frontera (ESP),03 SEP 1990,1210,300-metres,sprints,male,senior
10,31.48,,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2,Jerez de la Frontera (ESP),03 SEP 1990,1210,300-metres,sprints,male,senior
12,31.52,,Steven GARDINER,12 SEP 1995,BAH,1,"Estadio Francisco Montaner, Ponce (PUR)",12 MAY 2022,1206,300-metres,sprints,male,senior
12,31.52,,Letsile TEBOGO,07 JUN 2003,BOT,1,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1206,300-metres,sprints,male,senior
14,31.53,,LaShawn MERRITT,27 JUN 1986,USA,1,"Atlanta, GA (USA)",01 AUG 2015,1205,300-metres,sprints,male,senior
15,31.56,,Michael JOHNSON,13 SEP 1967,USA,1,Salamanca (ESP),22 JUL 1994,1203,300-metres,sprints,male,senior
15,31.56,,Douglas WALKER,28 JUL 1973,GBR,1,Gateshead (GBR),19 JUL 1998,1203,300-metres,sprints,male,senior
15,31.56,,Steven GARDINER,12 SEP 1995,BAH,1f1,"South Carolina Indoor T&F Complex, Columbia, SC (USA) (i)",28 JAN 2022,1260,300-metres,sprints,male,senior
18,31.59,,Steven GARDINER,12 SEP 1995,BAH,1,"Pista Basilio Rodriguez, Carolina (PUR)",17 MAR 2023,1200,300-metres,sprints,male,senior
19,31.61,,Anthuan MAYBANK,30 DEC 1969,USA,1,"Durham, NC (USA)",13 JUL 1996,1198,300-metres,sprints,male,senior
19,31.61,,Clarence MUNYAI,20 FEB 1998,RSA,3,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1198,300-metres,sprints,male,senior
21,31.63,,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1196,300-metres,sprints,male,senior
22,31.64,,Tony MCQUAY,16 APR 1990,USA,3,Kingston (JAM),11 JUN 2016,1195,300-metres,sprints,male,senior
23,31.67,,John REGIS,13 OCT 1966,GBR,1,Gateshead (GBR),17 JUL 1992,1192,300-metres,sprints,male,senior
24,31.69,,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Bratislava (TCH),20 JUN 1990,1190,300-metres,sprints,male,senior
25,31.70,,Kirk BAPTISTE,20 JUN 1963,USA,1,London (GBR),18 AUG 1984,1189,300-metres,sprints,male,senior
26,31.72,,Michael JOHNSON,13 SEP 1967,USA,1,Gateshead (GBR),30 JUL 1993,1188,300-metres,sprints,male,senior
26,31.72,,Jeremy WARINER,31 JAN 1984,USA,1,Ostrava (CZE),12 JUN 2008,1188,300-metres,sprints,male,senior
28,31.73,,Thomas JEFFERSON,08 JUN 1962,USA,1,London (GBR),22 AUG 1987,1187,300-metres,sprints,male,senior
29,31.74,,Gabriel TIACOH,10 SEP 1963,CIV,1,La Coruña (ESP),06 AUG 1986,1186,300-metres,sprints,male,senior
30,31.77,,Tyler CHRISTOPHER,03 OCT 1983,CAN,1,Saint Anne (FRA),20 MAY 2004,1183,300-metres,sprints,male,senior
30,31.77,,Isaac MAKWALA,24 SEP 1985,BOT,1,Pretoria (RSA),08 MAR 2018,1183,300-metres,sprints,male,senior
32,31.80,,Pavel MASLÁK,21 FEB 1991,CZE,4,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1180,300-metres,sprints,male,senior
