rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,3:33.26,,Cameron MYERS,09 JUN 2006,AUS,11,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1199,1500-metres,middlelong,male,u18
2,3:33.72,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,1,Zürich (SUI),18 AUG 2006,1192,1500-metres,middlelong,male,u18
3,3:33.74,,Melkeneh AZIZE,01 JAN 2005,ETH,5,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1192,1500-metres,middlelong,male,u18
4,3:33.86,,Belal Mansoor ALI,17 OCT 1988,BRN,1,"AC Gianni Brera, Milano (ITA)",01 JUN 2005,1190,1500-metres,middlelong,male,u18
5,3:34.21,,Wegene ADISU,27 MAY 2004,ETH,6,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1186,1500-metres,middlelong,male,u18
6,3:34.28,,Belal Mansoor ALI,17 OCT 1988,BRN,5f1,Stockholm (SWE),26 JUL 2005,1185,1500-metres,middlelong,male,u18
7,3:34.33,,Belal Mansoor ALI,17 OCT 1988,BRN,4,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1184,1500-metres,middlelong,male,u18
8,3:34.43,,Hamza DRIOUCH,16 NOV 1994,QAT,2,Doha (QAT),20 DEC 2011,1182,1500-metres,middlelong,male,u18
9,3:34.61,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,3,Shanghai (CHN),23 SEP 2006,1180,1500-metres,middlelong,male,u18
10,3:34.85,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,5,"Olympiastadion, Berlin (GER)",03 SEP 2006,1177,1500-metres,middlelong,male,u18
11,3:35.01,,Cameron MYERS,09 JUN 2006,AUS,3f1,"Stade Raymond Troussier, Decines (FRA)",08 JUL 2023,1174,1500-metres,middlelong,male,u18
12,3:35.16,,Cornelius CHIRCHIR,05 JUN 1983,KEN,6,Rieti (ITA),03 SEP 2000,1172,1500-metres,middlelong,male,u18
13,3:35.26,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,5,Heusden-Zolder (BEL),22 JUL 2006,1171,1500-metres,middlelong,male,u18
14,3:35.53,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1167,1500-metres,middlelong,male,u18
15,3:35.54,,Geofrey BARUSEI,01 JAN 1994,KEN,2,Gaborone (BOT),13 MAY 2011,1167,1500-metres,middlelong,male,u18
16,3:35.55,,Isaac Kiprono SONGOK,25 APR 1984,KEN,1,Leverkusen (GER),26 AUG 2001,1167,1500-metres,middlelong,male,u18
17,3:35.73,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,14,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1165,1500-metres,middlelong,male,u18
17,3:35.73,,Hamza DRIOUCH,16 NOV 1994,QAT,1f2,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1165,1500-metres,middlelong,male,u18
19,3:35.80,,Benson Marrianyi ESHO,02 FEB 1987,KEN,2,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1164,1500-metres,middlelong,male,u18
20,3:35.88,,Cameron MYERS,09 JUN 2006,AUS,2f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",01 JUL 2023,1162,1500-metres,middlelong,male,u18
21,3:35.98,,Belal Mansoor ALI,17 OCT 1988,BRN,2,Zaragoza (ESP),23 JUN 2005,1161,1500-metres,middlelong,male,u18
22,3:36.10,,Cameron MYERS,09 JUN 2006,AUS,3f1,"TSV Stadion, Pfungstadt (GER)",21 JUN 2023,1159,1500-metres,middlelong,male,u18
23,3:36.15,,Hillary Cheruiyot NGETICH,15 SEP 1995,KEN,7,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2012,1159,1500-metres,middlelong,male,u18
24,3:36.27,,Vincent Kibet KETER,11 MAR 2002,KEN,1f1,Karlstad (SWE),03 JUL 2019,1157,1500-metres,middlelong,male,u18
25,3:36.28,,Ermias GIRMA,20 JAN 2005,ETH,2f1,"Putbosstadion, Oordegem (BEL)",28 MAY 2022,1157,1500-metres,middlelong,male,u18
26,3:36.38,,Kumari TAKI,06 MAY 1999,KEN,1,"Pascual Guerrero Stadium, Cali (COL)",17 JUL 2015,1156,1500-metres,middlelong,male,u18
27,3:36.42,,Hillary Kipkorir MAIYO,02 OCT 1993,KEN,6,Milano (ITA),09 SEP 2010,1155,1500-metres,middlelong,male,u18
28,3:36.43,,Hillary Cheruiyot NGETICH,15 SEP 1995,KEN,11,"Olympiastadion, Berlin (GER)",02 SEP 2012,1155,1500-metres,middlelong,male,u18
29,3:36.47,,Cameron MYERS,09 JUN 2006,AUS,8,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1154,1500-metres,middlelong,male,u18
30,3:36.49,,Melese NBERET,29 JAN 2001,ETH,2,Montreuil (FRA),19 JUN 2018,1154,1500-metres,middlelong,male,u18
31,3:36.58,,Benson Marrianyi ESHO,02 FEB 1987,KEN,3f2,Stockholm (SWE),27 JUL 2004,1153,1500-metres,middlelong,male,u18
32,3:36.64,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,13,Heusden-Zolder (BEL),31 JUL 2004,1152,1500-metres,middlelong,male,u18
33,3:36.77,,Robert BIWOTT,28 JAN 1996,KEN,1,Donetsk (UKR),14 JUL 2013,1150,1500-metres,middlelong,male,u18
34,3:36.78,,Isaac Kiprono SONGOK,25 APR 1984,KEN,1,Debrecen (HUN),15 JUL 2001,1150,1500-metres,middlelong,male,u18
35,3:36.98,,Belal Mansoor ALI,17 OCT 1988,BRN,1,"Sidi Youssef Ben Ali, Marrakech (MAR)",17 JUL 2005,1147,1500-metres,middlelong,male,u18
36,3:37.14,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,Zürich (SUI),06 AUG 2004,1145,1500-metres,middlelong,male,u18
37,3:37.18,,Keita SATOH,22 JAN 2004,JPN,2,"Aoba Park Athletic Field, Chitose (JPN)",17 JUL 2021,1145,1500-metres,middlelong,male,u18
38,3:37.2h,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,Nairobi (KEN),15 MAY 2004,1144,1500-metres,middlelong,male,u18
39,3:37.21,,Benson Marrianyi ESHO,02 FEB 1987,KEN,15,Heusden-Zolder (BEL),31 JUL 2004,1144,1500-metres,middlelong,male,u18
40,3:37.24,,Ermias GIRMA,20 JAN 2005,ETH,2,"Pascual Guerrero Stadium, Cali (COL)",03 AUG 2022,1144,1500-metres,middlelong,male,u18
41,3:37.30,,Benson Marrianyi ESHO,02 FEB 1987,KEN,2,Zürich (SUI),06 AUG 2004,1143,1500-metres,middlelong,male,u18
42,3:37.36,,Gideon Kiage MAGEKA,31 DEC 1993,KEN,1,"Bressanone, Trentino-Alto Adige (ITA)",12 JUL 2009,1142,1500-metres,middlelong,male,u18
43,3:37.43,,Haftu TEKLU,21 JAN 2000,ETH,8,"FBK Stadium, Hengelo (NED)",10 JUN 2017,1141,1500-metres,middlelong,male,u18
44,3:37.48,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,2,Zürich (SUI),15 AUG 2003,1141,1500-metres,middlelong,male,u18
45,3:37.54,,Kumari TAKI,06 MAY 1999,KEN,1,Nairobi (KEN),16 JUN 2015,1140,1500-metres,middlelong,male,u18
46,3:37.56,,Benson Marrianyi ESHO,02 FEB 1987,KEN,4,Thessaloniki (GRE),19 JUL 2004,1139,1500-metres,middlelong,male,u18
47,3:37.61,,Melkeneh AZIZE,01 JAN 2005,ETH,3f1,"Helmut-Körnig-Halle, Dortmund (GER) (i)",12 FEB 2022,1190,1500-metres,middlelong,male,u18
48,3:37.66,,Josphat KIPKIRUI,08 AUG 2006,KEN,1,"Hasely Crawford Stadium, Port-of-Spain (TTO)",08 AUG 2023,1138,1500-metres,middlelong,male,u18
49,3:37.7h,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,Kampala (UGA),30 MAY 2004,1138,1500-metres,middlelong,male,u18
50,3:37.82,,Felix MUTHIANI,27 JUL 2007,KEN,3,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1136,1500-metres,middlelong,male,u18
51,3:37.86,,Wegene ADISU,27 MAY 2004,ETH,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",21 AUG 2021,1135,1500-metres,middlelong,male,u18
52,3:37.95,,William KALYA,04 AUG 1974,KEN,1,New Delhi (IND),04 SEP 1991,1134,1500-metres,middlelong,male,u18
53,3:38.00,,Isaac Kiprono SONGOK,25 APR 1984,KEN,1,"Letzigrund, Zürich (SUI)",17 AUG 2001,1133,1500-metres,middlelong,male,u18
53,3:38.0h,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,Rabat (MAR),23 MAY 2004,1133,1500-metres,middlelong,male,u18
