rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,7:02.43,,Kenya,,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1244,4x800-metres-relay,relays,male,senior
2,7:02.82,,United States,,USA,2,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1241,4x800-metres-relay,relays,male,senior
3,7:03.89,,Great Britain & NI,,GBR,1,London (GBR),30 AUG 1982,1233,4x800-metres-relay,relays,male,senior
4,7:04.70,,South Africa,,RSA,1,Stuttgart (GER),06 JUN 1999,1227,4x800-metres-relay,relays,male,senior
5,7:04.84,,United States,,USA,1,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015,1226,4x800-metres-relay,relays,male,senior
6,7:04.89,,St Patrick's School,,KEN,2,Stuttgart (GER),06 JUN 1999,1226,4x800-metres-relay,relays,male,senior
7,7:06.12,,Benelux,,INT,3,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1217,4x800-metres-relay,relays,male,senior
8,7:06.5h,,Santa Monica Track Club,,USA,1,"Walnut, CA (USA)",26 APR 1986,1214,4x800-metres-relay,relays,male,senior
9,7:06.66,,Qatar,,QAT,4,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1213,4x800-metres-relay,relays,male,senior
10,7:07.1h,,Kericho,,KEN,1,Nairobi (KEN),07 MAR 2014,1210,4x800-metres-relay,relays,male,senior
11,7:07.40,,Soviet Union,,URS,1,Moskva (URS),05 AUG 1984,1208,4x800-metres-relay,relays,male,senior
12,7:08.1h,,Soviet Union,,URS,1,Podolsk (URS),12 AUG 1978,1202,4x800-metres-relay,relays,male,senior
13,7:08.3h,,Defence Forces,,KEN,2,Nairobi (KEN),07 MAR 2014,1201,4x800-metres-relay,relays,male,senior
13,7:08.30,,Kenya,,KEN,1,Nairobi (KEN),26 APR 2014,1201,4x800-metres-relay,relays,male,senior
15,7:08.40,,Kenya,,KEN,1,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1200,4x800-metres-relay,relays,male,senior
16,7:08.6h,,Federal Republic of Germany,,FRG,1,Wiesbaden (GER),13 AUG 1966,1199,4x800-metres-relay,relays,male,senior
17,7:08.69,,Poland,,POL,2,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1198,4x800-metres-relay,relays,male,senior
18,7:08.96,,Arizona State,,USA,1,"Tempe, AZ (USA)",07 APR 1984,1196,4x800-metres-relay,relays,male,senior
19,7:09.06,,United States,,USA,3,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1195,4x800-metres-relay,relays,male,senior
20,7:09.1h,,Kenya,,KEN,1,London (GBR),05 SEP 1970,1195,4x800-metres-relay,relays,male,senior
20,7:09.1h,,Kenya,,KEN,1,Nairobi (KEN),10 APR 2015,1195,4x800-metres-relay,relays,male,senior
22,7:09.21,,Kenya B,,KEN,2,Nairobi (KEN),26 APR 2014,1194,4x800-metres-relay,relays,male,senior
23,7:09.6h,,Eldoret,,KEN,3,Nairobi (KEN),07 MAR 2014,1192,4x800-metres-relay,relays,male,senior
24,7:09.92,,Kenya C,,KEN,3,Nairobi (KEN),26 APR 2014,1189,4x800-metres-relay,relays,male,senior
25,7:09.98,,Poland,,POL,2,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015,1189,4x800-metres-relay,relays,male,senior
26,7:10.03,,Santa Monica Track Club,,INT,2,"Tempe, AZ (USA)",07 APR 1984,1188,4x800-metres-relay,relays,male,senior
27,7:10.14,,Bud Light Track America,,USA,3,"Tempe, AZ (USA)",07 APR 1984,1188,4x800-metres-relay,relays,male,senior
28,7:10.3h,,Federal Republic of Germany B,,FRG,2,Wiesbaden (GER),13 AUG 1966,1186,4x800-metres-relay,relays,male,senior
29,7:10.65,,District TC,,INT,1,"Nashville, TN (USA)",01 JUN 2019,1184,4x800-metres-relay,relays,male,senior
30,7:11.1h,,Belarus,,URS,1,Moskva (URS),25 JUL 1979,1181,4x800-metres-relay,relays,male,senior
31,7:11.17,,Penn State,,USA,1,"Philadelphia, PA (USA)",27 APR 1985,1180,4x800-metres-relay,relays,male,senior
32,7:11.3h,,Italy,,ITA,1,Sheffield (GBR),05 JUN 1992,1179,4x800-metres-relay,relays,male,senior
32,7:11.3h,,Kenya,,KEN,1,Nairobi (KEN),22 MAR 2014,1179,4x800-metres-relay,relays,male,senior
32,7:11.30,,HOKA NJ / NY TC,,USA,1,"Boston, MA (USA) (i)",25 FEB 2018,1268,4x800-metres-relay,relays,male,senior
35,7:11.4h,,Kenya B,,KEN,2,Nairobi (KEN),10 APR 2015,1179,4x800-metres-relay,relays,male,senior
36,7:11.42,,Belarus,,BLR,1,Portsmouth (GBR),05 JUN 1993,1178,4x800-metres-relay,relays,male,senior
37,7:11.48,,Australia,,AUS,4,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1178,4x800-metres-relay,relays,male,senior
38,7:11.6h,,South Africa,,INT,1,Johannesburg (RSA),30 APR 1973,1177,4x800-metres-relay,relays,male,senior
39,7:11.62,,Great Britain & NI,,GBR,2,London (GBR),30 AUG 1982,1177,4x800-metres-relay,relays,male,senior
40,7:11.84,,Atlanta Track Club,,INT,2,"Boston, MA (USA) (i)",25 FEB 2018,1264,4x800-metres-relay,relays,male,senior
41,7:11.96,,Russia,,RUS,2,Portsmouth (GBR),05 JUN 1993,1174,4x800-metres-relay,relays,male,senior
42,7:12.0h,,Kenya,,KEN,1,Mombasa (KEN),18 JUN 1978,1174,4x800-metres-relay,relays,male,senior
43,7:12.1h,,Federal Republic of Germany,,FRG,1,Fulda (GER),13 JUN 1968,1173,4x800-metres-relay,relays,male,senior
44,7:12.15,,VfB Stuttgart,,FRG,1,Krefeld (GER),26 JUL 1986,1173,4x800-metres-relay,relays,male,senior
44,7:12.15,,Virginia,,USA,1,"Philadelphia, PA (USA)",30 APR 2011,1173,4x800-metres-relay,relays,male,senior
46,7:12.2h,,Great Britain & NI,,GBR,2,Sheffield (GBR),05 JUN 1992,1173,4x800-metres-relay,relays,male,senior
47,7:12.25,,District of Columbia,,INT,3,"Boston, MA (USA) (i)",25 FEB 2018,1260,4x800-metres-relay,relays,male,senior
48,7:12.29,,Villanova,,UND,1,"Philadelphia, PA (USA)",24 APR 1982,1172,4x800-metres-relay,relays,male,senior
48,7:12.29,,Santa Monica Track Club,,USA,1,"Philadelphia, PA (USA)",24 APR 1992,1172,4x800-metres-relay,relays,male,senior
50,7:12.36,,Atlanta Track Club,,INT,2,"Nashville, TN (USA)",01 JUN 2019,1172,4x800-metres-relay,relays,male,senior
51,7:12.37,,Ole Mississippi,,INT,1,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023,1172,4x800-metres-relay,relays,male,senior
52,7:12.57,,Iowa State,,INT,1,"Drake Stadium, Des Moines, IA (USA)",23 APR 2021,1170,4x800-metres-relay,relays,male,senior
53,7:12.62,,Georgetown,,USA,2,"Philadelphia, PA (USA)",24 APR 1982,1170,4x800-metres-relay,relays,male,senior
53,7:12.62,,Santa Monica Track Club,,USA,1,"Tempe, AZ (USA)",02 APR 1983,1170,4x800-metres-relay,relays,male,senior
55,7:12.66,,Great Britain & NI,,GBR,3,Portsmouth (GBR),05 JUN 1993,1169,4x800-metres-relay,relays,male,senior
56,7:12.7h,,Russia,,RUS,2,Moskva (URS),25 JUL 1979,1169,4x800-metres-relay,relays,male,senior
57,7:12.81,,Richmond,,INT,3,"Philadelphia, PA (USA)",24 APR 1982,1168,4x800-metres-relay,relays,male,senior
58,7:12.90,,Penn State,,INT,2,"Philadelphia, PA (USA)",30 APR 2011,1168,4x800-metres-relay,relays,male,senior
59,7:12.96,,Santa Monica Track Club,,INT,1,"Walnut, CA (USA)",27 APR 1985,1167,4x800-metres-relay,relays,male,senior
59,7:12.96,,Penn State,,INT,2,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023,1167,4x800-metres-relay,relays,male,senior
61,7:13.1h,,Ukraine,,URS,3,Moskva (URS),25 JUL 1979,1166,4x800-metres-relay,relays,male,senior
