rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,2:11.96,,Noah NGENY,1978-11-02,KEN,1,Rieti (ITA),1999-09-05,1250,1000-metres,middlelong,male,senior,1000-metres,track,131.96,ITA,20.0,1999
2,2:12.18,,Sebastian COE,1956-09-29,GBR,1,Oslo (NOR),1981-07-11,1245,1000-metres,middlelong,male,senior,1000-metres,track,132.18,NOR,24.0,1981
3,2:12.25,,Mohamed ATTAOUI,2001-09-26,ESP,1,"Moselstadion, Trier (GER)",2025-09-02,1244,1000-metres,middlelong,male,senior,1000-metres,track,132.25,GER,23.0,2025
4,2:12.66,,Noah NGENY,1978-11-02,KEN,1,Nice (FRA),1999-07-17,1234,1000-metres,middlelong,male,senior,1000-metres,track,132.66,FRA,20.0,1999
5,2:12.88,,Steve CRAM,1960-10-14,GBR,1,Gateshead (GBR),1985-08-09,1229,1000-metres,middlelong,male,senior,1000-metres,track,132.88,GBR,24.0,1985
6,2:12.96,,Festus LAGAT,1996-10-10,KEN,2,"Moselstadion, Trier (GER)",2025-09-02,1227,1000-metres,middlelong,male,senior,1000-metres,track,132.96,GER,28.0,2025
7,2:13.08,,Taoufik MAKHLOUFI,1988-04-29,ALG,1,"Stade Raymond Petit, Tomblaine (FRA)",2015-07-01,1224,1000-metres,middlelong,male,senior,1000-metres,track,133.08,FRA,27.0,2015
8,2:13.13,,Marco AROP,1998-09-20,CAN,1,"Sports Park Mladost, Zagreb (CRO)",2024-09-08,1223,1000-metres,middlelong,male,senior,1000-metres,track,133.13,CRO,25.0,2024
9,2:13.40,,Sebastian COE,1956-09-29,GBR,1,Oslo (NOR),1980-07-01,1216,1000-metres,middlelong,male,senior,1000-metres,track,133.4,NOR,23.0,1980
10,2:13.49,,Ayanleh SOULEIMAN,1992-12-03,DJI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2016-08-25,1214,1000-metres,middlelong,male,senior,1000-metres,track,133.49,SUI,23.0,2016
11,2:13.56,,Kennedy KIMWETICH,,KEN,2,Nice (FRA),1999-07-17,1213,1000-metres,middlelong,male,senior,1000-metres,track,133.56,FRA,,1999
12,2:13.62,,Abubaker KAKI,1989-06-21,SUD,1,"Hayward Field, Eugene, OR (USA)",2010-07-03,1211,1000-metres,middlelong,male,senior,1000-metres,track,133.62,USA,21.0,2010
