rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,1:21.63,,Mary MORAA,2000-06-15,KEN,1,"Olympiastadion, Berlin (GER)",2024-09-01,1248,600-metres,middlelong,female,senior,600-metres,track,81.63,GER,24.0,2024
2,1:21.77,,Caster SEMENYA,1991-01-07,RSA,1,"Olympiastadion, Berlin (GER)",2017-08-27,1244,600-metres,middlelong,female,senior,600-metres,track,81.77,GER,26.0,2017
3,1:22.39,,Ajee' WILSON,1994-05-08,USA,2,"Olympiastadion, Berlin (GER)",2017-08-27,1229,600-metres,middlelong,female,senior,600-metres,track,82.39,GER,23.0,2017
4,1:22.63,,Ana Fidelia QUIROT,1963-03-23,CUB,1,Guadalajara (ESP),1997-07-25,1223,600-metres,middlelong,female,senior,600-metres,track,82.63,ESP,34.0,1997
5,1:22.74,,Athing MU,2002-06-08,USA,1,"Franklin Field, Philadelphia, PA (USA)",2022-04-30,1220,600-metres,middlelong,female,senior,600-metres,track,82.74,USA,19.0,2022
6,1:22.87,,Maria de Lurdes MUTOLA,1972-10-27,MOZ,1,Liège (BEL),2002-08-27,1217,600-metres,middlelong,female,senior,600-metres,track,82.87,BEL,29.0,2002
7,1:22.98,,Shafiqua MALONEY,1999-02-27,VIN,2,"Olympiastadion, Berlin (GER)",2024-09-01,1214,600-metres,middlelong,female,senior,600-metres,track,82.98,GER,25.0,2024
8,1:23.13,,Maria de Lurdes MUTOLA,1972-10-27,MOZ,1,Naimette-Xhovémont (BEL),2003-09-02,1210,600-metres,middlelong,female,senior,600-metres,track,83.13,BEL,30.0,2003
9,1:23.18,,Francine NIYONSABA,1993-05-05,BDI,3,"Olympiastadion, Berlin (GER)",2017-08-27,1209,600-metres,middlelong,female,senior,600-metres,track,83.18,GER,24.0,2017
10,1:23.35,,Pamela JELIMO,1989-12-05,KEN,1,Liège (BEL),2012-07-05,1205,600-metres,middlelong,female,senior,600-metres,track,83.35,BEL,22.0,2012
11,1:23.41,,Keely HODGKINSON,2002-03-03,GBR,1,"Sportcity Indoor Track, Manchester (GBR) (i)",2023-01-28,1215,600-metres,middlelong,female,senior,600-metres,track,83.41,GBR,20.0,2023
12,1:23.44,,Olga KOTLYAROVA,1976-04-12,RUS,1,Moskva (RUS) (i),2004-02-01,1214,600-metres,middlelong,female,senior,600-metres,track,83.44,RUS,27.0,2004
13,1:23.57,,Athing MU,2002-06-08,USA,1,"New York, NY (USA) (i)",2019-02-24,1212,600-metres,middlelong,female,senior,600-metres,track,83.57,USA,16.0,2019
14,1:23.59,,Alysia MONTAÑO,1986-04-23,USA,1,"New York, NY (USA) (i)",2013-02-16,1211,600-metres,middlelong,female,senior,600-metres,track,83.59,USA,26.0,2013
15,1:23.78,,Natalya KHRUSHCHELYOVA,1973-05-20,RUS,2,Naimette-Xhovémont (BEL),2003-09-02,1194,600-metres,middlelong,female,senior,600-metres,track,83.78,BEL,30.0,2003
16,1:23.80,,Shafiqua MALONEY,1999-02-27,VIN,1,"Ansin Sports Complex, Miramar, FL (USA)",2024-04-06,1193,600-metres,middlelong,female,senior,600-metres,track,83.8,USA,25.0,2024
17,1:23.84,,Ajee' WILSON,1994-05-08,USA,1,"Albuquerque, NM (USA) (i)",2017-03-05,1205,600-metres,middlelong,female,senior,600-metres,track,83.84,USA,22.0,2017
18,1:24.00,,Courtney OKOLO,1994-03-15,USA,2,"Albuquerque, NM (USA) (i)",2017-03-05,1202,600-metres,middlelong,female,senior,600-metres,track,84.0,USA,22.0,2017
19,1:24.02,,Yuliya STEPANOVA,1986-07-03,RUS,1,Moskva (RUS) (i),2011-02-06,1201,600-metres,middlelong,female,senior,600-metres,track,84.02,RUS,24.0,2011
20,1:24.09,,Natoya GOULE,1991-03-30,JAM,2,"Franklin Field, Philadelphia, PA (USA)",2022-04-30,1186,600-metres,middlelong,female,senior,600-metres,track,84.09,USA,31.0,2022
21,1:24.13,,Athing MU,2002-06-08,USA,1,"Sun Angel Stadium, Tempe, AZ (USA)",2022-03-19,1185,600-metres,middlelong,female,senior,600-metres,track,84.13,USA,19.0,2022
22,1:24.32,,Nia AKINS,1998-07-07,USA,1f1,"Convention Center, Albuquerque, NM (USA) (i)",2024-02-09,1195,600-metres,middlelong,female,senior,600-metres,track,84.32,USA,25.0,2024
23,1:24.36,,Marilyn OKORO,1984-09-23,GBR,2,Liège (BEL),2012-07-05,1179,600-metres,middlelong,female,senior,600-metres,track,84.36,BEL,27.0,2012
24,1:24.45,,Ajee' WILSON,1994-05-08,USA,1,"Franklin Field, Philadelphia, PA (USA)",2023-04-29,1177,600-metres,middlelong,female,senior,600-metres,track,84.45,USA,28.0,2023
25,1:24.48,,Ajee' WILSON,1994-05-08,USA,1,"New York, NY (USA) (i)",2017-02-04,1191,600-metres,middlelong,female,senior,600-metres,track,84.48,USA,22.0,2017
26,1:24.53,,Bendere OBOYA,2000-04-17,AUS,1f1,"Polideportivo Zorrotza, Bilbao (ESP)",2024-06-18,1175,600-metres,middlelong,female,senior,600-metres,track,84.53,ESP,24.0,2024
27,1:24.56,,Martina KÄMPFERT-STEUK,1959-11-11,GDR,1,Erfurt (GER),1981-08-01,1175,600-metres,middlelong,female,senior,600-metres,track,84.56,GER,21.0,1981
