rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,31.61,,Clarence MUNYAI,20 FEB 1998,RSA,3,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1198,300-metres,sprints,male,u20
2,32.10,,Sinesipho DAMBILE,02 MAR 2002,RSA,1,Pretoria (RSA),07 FEB 2020,1152,300-metres,sprints,male,u20
3,32.42,,Darren CLARK,06 SEP 1965,AUS,1,Gateshead (GBR),06 JUL 1984,1123,300-metres,sprints,male,u20
4,32.49,,Henry THOMAS,10 JUL 1967,USA,2,Edinburgh (GBR),23 JUL 1985,1117,300-metres,sprints,male,u20
4,32.49,,Nagmeldin ALI ABUBAKR,22 FEB 1986,SUD,1,Sestriere (ITA),23 JUL 2005,1117,300-metres,sprints,male,u20
4,32.49,,Jacory PATTERSON,02 FEB 2000,USA,1f1,"Blacksburg, VA (USA) (i)",11 JAN 2019,1173,300-metres,sprints,male,u20
7,32.53,,Mark RICHARDSON,26 JUL 1972,GBR,1,London (GBR),14 JUL 1991,1113,300-metres,sprints,male,u20
7,32.53,,Wanya MCCOY,29 MAR 2003,BAH,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",02 DEC 2022,1169,300-metres,sprints,male,u20
9,32.58,,Brandon Boyd MARTINEZ,24 MAY 2006,JPN,1h1,"Sunrise Park, Saga (JPN)",11 OCT 2024,1109,300-metres,sprints,male,u20
10,32.60,,Bill GREEN,01 MAY 1961,USA,2,Rieti (ITA),21 JUL 1979,1107,300-metres,sprints,male,u20
11,32.64,,Brian HERRON,24 NOV 2000,USA,1,"Lynchburg, VA (USA) (i)",19 JAN 2018,1159,300-metres,sprints,male,u20
11,32.64,,Jayden MIMS,2007,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2025,1159,300-metres,sprints,male,u20
13,32.65,,Enefiok UDO-OBONG,22 MAY 1982,NGR,3,Sydney (AUS),11 SEP 2000,1102,300-metres,sprints,male,u20
14,32.70,,Brandon Boyd MARTINEZ,24 MAY 2006,JPN,1,"Sunrise Park, Saga (JPN)",12 OCT 2024,1098,300-metres,sprints,male,u20
15,32.72,,Nagmeldin ALI ABUBAKR,22 FEB 1986,SUD,3,Ljubljana (SLO),10 AUG 2004,1096,300-metres,sprints,male,u20
16,32.73,,Grant BUCKMILLER,15 APR 2005,USA,1f1,"The Podium, Spokane, WA (USA) (i)",14 DEC 2024,1151,300-metres,sprints,male,u20
17,32.76,,Igor BOGACZYŃSKI,07 NOV 2003,POL,1f3,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1093,300-metres,sprints,male,u20
18,32.77,,Jaylen SLADE,OCT 2003,USA,1f6,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",16 JAN 2021,1147,300-metres,sprints,male,u20
19,32.81,,Steve PERRY,23 SEP 1970,AUS,3,Canberra (AUS),26 JAN 1989,1088,300-metres,sprints,male,u20
19,32.81,,Yuzo KANEMARU,18 SEP 1987,JPN,1,Taisha (JPN),23 APR 2006,1088,300-metres,sprints,male,u20
21,32.82,,Juander SANTOS,07 MAY 1995,DOM,1,Mayagüez (PUR),05 DEC 2014,1087,300-metres,sprints,male,u20
22,32.84,,Eric ALLEN,23 AUG 1999,USA,2,"Lynchburg, VA (USA) (i)",19 JAN 2018,1141,300-metres,sprints,male,u20
22,32.84,,Cameron ROSE,01 JUL 2002,USA,1,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",17 JAN 2020,1141,300-metres,sprints,male,u20
24,32.85,,Ade MAFE,12 NOV 1966,GBR,3,London (GBR),18 AUG 1984,1085,300-metres,sprints,male,u20
24,32.85,,Joseph LOUA,15 NOV 1976,GUI,1,Harare (ZIM),10 SEP 1995,1085,300-metres,sprints,male,u20
24,32.85,,Kira HIRAKAWA,25 AUG 2005,JPN,1f1,"Ehime Athletics Stadium, Matsuyama (JPN)",22 OCT 2022,1085,300-metres,sprints,male,u20
24,32.85,,Caine STANLEY,,USA,1f2,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1140,300-metres,sprints,male,u20
28,32.86,,Junior Ruo EKE,14 DEC 2004,JPN,1,"Tochigi Prefectural Sports Park Stadium, Utsunomiya (JPN)",10 OCT 2022,1084,300-metres,sprints,male,u20
29,32.87,,Tyrese COOPER,21 MAR 2000,USA,2,"New York, NY (USA) (i)",04 FEB 2017,1138,300-metres,sprints,male,u20
29,32.87,,Clarence MUNYAI,20 FEB 1998,RSA,1,Johannesburg (RSA),10 FEB 2017,1083,300-metres,sprints,male,u20
29,32.87,,Justin ROBINSON,30 MAR 2002,USA,2,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",17 JAN 2020,1138,300-metres,sprints,male,u20
32,32.88,,Kira HIRAKAWA,25 AUG 2005,JPN,1,"Prefectural Stadium, Kagoshima (JPN)",14 OCT 2023,1082,300-metres,sprints,male,u20
32,32.88,,Grant BUCKMILLER,15 APR 2005,USA,1f2,"The Podium, Spokane, WA (USA) (i)",12 JAN 2024,1137,300-metres,sprints,male,u20
34,32.90,,Zachary SHINNICK,08 FEB 1999,USA,1,"Norwalk, CA (USA)",13 FEB 2016,1080,300-metres,sprints,male,u20
34,32.90,,Cameron ROSE,01 JUL 2002,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",03 DEC 2021,1135,300-metres,sprints,male,u20
34,32.90,,Junior Ruo EKE,14 DEC 2004,JPN,3,"Prefectural Stadium, Kagoshima (JPN)",15 OCT 2023,1080,300-metres,sprints,male,u20
37,32.91,,Alexander RHODES,28 JUN 2005,USA,2f1,"The Podium, Spokane, WA (USA) (i)",14 DEC 2024,1135,300-metres,sprints,male,u20
37,32.91,,William BATLEY,22 JAN 2007,CAN,1f1,"The Dome Louis Riel, Ottawa (CAN) (i)",15 FEB 2025,1079,300-metres,sprints,male,u20
39,32.93,,Kota UEMATSU,10 FEB 2006,JPN,4h3,"Sunrise Park, Saga (JPN)",11 OCT 2024,1077,300-metres,sprints,male,u20
40,32.94,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,1,"Stampesletta, Lillehammer (NOR)",25 SEP 2021,1077,300-metres,sprints,male,u20
40,32.94,,Jayden MIMS,2007,USA,2f2,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1132,300-metres,sprints,male,u20
42,32.95,,Iban TSUDA,29 SEP 2005,JPN,2,"Prefectural Stadium, Kagoshima (JPN)",14 OCT 2023,1076,300-metres,sprints,male,u20
43,32.96,,Lythe PILLAY,25 FEB 2003,RSA,2f2,"McArthur Stadium, Potchefstroom (RSA)",17 NOV 2020,1075,300-metres,sprints,male,u20
44,32.99,,Justin OLIVER,07 NOV 1987,USA,5,"Eugene, OR (USA)",08 AUG 2006,1072,300-metres,sprints,male,u20
44,32.99,,Junior Ruo EKE,14 DEC 2004,JPN,1h3,"Prefectural Stadium, Kagoshima (JPN)",14 OCT 2023,1072,300-metres,sprints,male,u20
46,33.01,,Michael TIMPSON,06 JUN 1967,USA,1,"Gainesville, FL (USA) (i)",02 FEB 1986,1125,300-metres,sprints,male,u20
46,33.01,,Ilhwan MO,18 MAY 1999,KOR,1f1,Izumo (JPN),22 APR 2018,1070,300-metres,sprints,male,u20
46,33.01,,Cameron ROSE,01 JUL 2002,USA,2f1,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",15 JAN 2021,1125,300-metres,sprints,male,u20
46,33.01,,Jordaine JOHNSON,,USA,2,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2025,1125,300-metres,sprints,male,u20
50,33.02,,Batuhan ALTINTAŞ,28 APR 1996,TUR,1,Ankara (TUR),05 JUL 2014,1069,300-metres,sprints,male,u20
51,33.03,,Tyrese COOPER,21 MAR 2000,USA,1f5,"Lynchburg, VA (USA) (i)",13 JAN 2017,1124,300-metres,sprints,male,u20
52,33.04,,Yuto MATSUMOTO,25 SEP 2006,JPN,1h4,"Sunrise Park, Saga (JPN)",11 OCT 2024,1068,300-metres,sprints,male,u20
52,33.04,,Ja'Neil HARRIS,,USA,1f6,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",18 JAN 2025,1123,300-metres,sprints,male,u20
54,33.06,,Samuel ADADE,16 JUN 1985,GHA,2,Brasschaat (BEL),07 AUG 2004,1066,300-metres,sprints,male,u20
54,33.06,,Yuji UIKE,03 JUN 1998,JPN,1,Osaka (JPN),28 AUG 2016,1066,300-metres,sprints,male,u20
56,33.07,,Yuichi KINOSHITA,10 SEP 2002,JPN,1,"Municipal Stadium, Hiroshima (JPN)",18 OCT 2019,1065,300-metres,sprints,male,u20
57,33.08,,Quentin IGLEHART-SUMMERS,15 JUN 1987,USA,6,"Eugene, OR (USA)",08 AUG 2006,1064,300-metres,sprints,male,u20
58,33.09,,Rui FUJISAWA,24 JAN 2003,JPN,4,"Tochigi Prefectural Sports Park Stadium, Utsunomiya (JPN)",10 OCT 2022,1063,300-metres,sprints,male,u20
58,33.09,,Shinya HAYASHI,15 APR 2004,JPN,1h1,"Prefectural Stadium, Kagoshima (JPN)",14 OCT 2023,1063,300-metres,sprints,male,u20
60,33.10,,Saad Mubarek SALEM,28 MAY 1999,BRN,1,Riffa (BRN),03 MAR 2018,1062,300-metres,sprints,male,u20
