rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,43.03,,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1321,400-metres,sprints,male,senior
2,43.18,,Michael JOHNSON,13 SEP 1967,USA,1,"La Cartuja, Sevilla (ESP)",26 AUG 1999,1310,400-metres,sprints,male,senior
3,43.29,,Butch REYNOLDS,08 JUN 1964,USA,1f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1301,400-metres,sprints,male,senior
4,43.39,,Michael JOHNSON,13 SEP 1967,USA,1,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995,1294,400-metres,sprints,male,senior
5,43.40,,Quincy HALL,31 JUL 1998,USA,1,"Stade de France, Paris (FRA)",07 AUG 2024,1293,400-metres,sprints,male,senior
6,43.44,,Michael JOHNSON,13 SEP 1967,USA,1,"Atlanta, GA (USA)",19 JUN 1996,1291,400-metres,sprints,male,senior
6,43.44,,Matthew HUDSON-SMITH,26 OCT 1994,GBR,2,"Stade de France, Paris (FRA)",07 AUG 2024,1291,400-metres,sprints,male,senior
8,43.45,,Jeremy WARINER,31 JAN 1984,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1290,400-metres,sprints,male,senior
8,43.45,,Michael NORMAN,03 DEC 1997,USA,1f3,"Torrance, CA (USA)",20 APR 2019,1290,400-metres,sprints,male,senior
10,43.48,,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"National Stadium, Beijing (CHN)",26 AUG 2015,1288,400-metres,sprints,male,senior
10,43.48,,Steven GARDINER,12 SEP 1995,BAH,1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1288,400-metres,sprints,male,senior
12,43.49,,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1287,400-metres,sprints,male,senior
13,43.50,,Quincy WATTS,19 JUN 1970,USA,1,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1286,400-metres,sprints,male,senior
