rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,2:13.93,,Abubaker KAKI,21 JUN 1989,SUD,1,Stockholm (SWE),22 JUL 2008,1204,1000-metres,middlelong,male,u20
2,2:14.37,,Niels LAROS,17 APR 2005,NED,1,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1194,1000-metres,middlelong,male,u20
3,2:15.00,,Benjamin KIPKURUI,28 DEC 1980,KEN,5,Nice (FRA),17 JUL 1999,1179,1000-metres,middlelong,male,u20
4,2:15.23,,Belal Mansoor ALI,17 OCT 1988,BRN,1,Stockholm (SWE),07 AUG 2007,1174,1000-metres,middlelong,male,u20
5,2:15.67,,Benjamin KIPKURUI,28 DEC 1980,KEN,2,Stockholm (SWE),30 JUL 1999,1164,1000-metres,middlelong,male,u20
6,2:15.77,,Abubaker KAKI,21 JUN 1989,SUD,1,Stockholm (SWE) (i),21 FEB 2008,1237,1000-metres,middlelong,male,u20
7,2:16.15,,Abubaker KAKI,21 JUN 1989,SUD,1,Gent (BEL) (i),24 FEB 2008,1228,1000-metres,middlelong,male,u20
8,2:16.46,,Hobbs KESSLER,15 MAR 2003,USA,8,"Stade Louis II, Monaco (MON)",10 AUG 2022,1146,1000-metres,middlelong,male,u20
9,2:16.84,,Ali HAKIMI,24 APR 1976,TUN,1,Lindau (GER),28 JUL 1995,1137,1000-metres,middlelong,male,u20
10,2:16.86,,Japheth KIMUTAI,20 DEC 1978,KEN,1,Bruxelles (BEL),22 AUG 1997,1137,1000-metres,middlelong,male,u20
11,2:17.08,,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,1,Dubnica nad Váhom (SVK),26 AUG 2012,1132,1000-metres,middlelong,male,u20
12,2:17.10,,Julius ACHON,12 DEC 1976,UGA,2,Rhede (GER),30 JUL 1995,1132,1000-metres,middlelong,male,u20
13,2:17.25,,Cameron MYERS,09 JUN 2006,AUS,1f1,"Parc des Sports, Maisons-Laffitte (FRA)",07 JUN 2025,1128,1000-metres,middlelong,male,u20
14,2:17.40,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,5,Nice (FRA),08 JUL 2000,1125,1000-metres,middlelong,male,u20
15,2:17.42,,Solomon LEKUTA,03 OCT 1999,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2018,1124,1000-metres,middlelong,male,u20
16,2:17.44,,Hamza DRIOUCH,16 NOV 1994,QAT,1,Sollentuna (SWE),09 AUG 2011,1124,1000-metres,middlelong,male,u20
16,2:17.44,,Cameron MYERS,09 JUN 2006,AUS,5,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1124,1000-metres,middlelong,male,u20
18,2:17.47,,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,5,Stockholm (SWE),22 JUL 2008,1123,1000-metres,middlelong,male,u20
19,2:17.48,,Benson Marrianyi ESHO,02 FEB 1987,KEN,5,Villeneuve d'Ascq (FRA),09 JUN 2006,1123,1000-metres,middlelong,male,u20
20,2:17.59,,Japheth KIMUTAI,20 DEC 1978,KEN,2,København (DEN),23 AUG 1995,1120,1000-metres,middlelong,male,u20
21,2:17.74,,Jaouad KHCHINA,03 FEB 2006,MAR,3,"Stadion BOSiR, Białystok (POL)",09 AUG 2025,1117,1000-metres,middlelong,male,u20
22,2:17.85,,Samwel MWERA,03 JUN 1985,TAN,1,Oristano (ITA),06 SEP 2003,1115,1000-metres,middlelong,male,u20
23,2:17.96,,Sylas KIMUTAI,12 OCT 1983,KEN,1,Pireaus (GRE) (i),20 FEB 2002,1185,1000-metres,middlelong,male,u20
23,2:17.96,,Timothy KITUM,20 NOV 1994,KEN,3,Dubnica nad Váhom (SVK),26 AUG 2012,1112,1000-metres,middlelong,male,u20
