rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,35.83,,JaMeesia FORD,26 JAN 2005,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",08 DEC 2023,1229,300-metres,sprints,female,u20
2,36.12,,Sydney MCLAUGHLIN,07 AUG 1999,USA,1f1,"Bloomington, IN (USA) (i)",08 DEC 2017,1212,300-metres,sprints,female,u20
3,36.25,,Fatimat YUSUF,02 MAY 1971,NGR,1,Siderno (ITA),23 SEP 1990,1162,300-metres,sprints,female,u20
4,36.30,,Elise COOPER,07 FEB 2007,USA,1,"Ott Center for Track & Field, Philadelphia, PA (USA) (i)",01 MAR 2025,1202,300-metres,sprints,female,u20
5,36.46,,Linsey MCDONALD,12 FEB 1964,GBR,2,London (GBR),13 JUL 1980,1150,300-metres,sprints,female,u20
6,36.56,,Candace HILL,11 FEB 1999,USA,1f1,"Albuquerque, NM (USA) (i)",04 MAR 2017,1187,300-metres,sprints,female,u20
7,36.67,,Francena MCCORORY,20 OCT 1988,USA,1,"Blacksburg, VA (USA) (i)",12 JAN 2007,1181,300-metres,sprints,female,u20
8,36.68,,Braelyn BAKER,20 JAN 2006,USA,1f1,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",05 DEC 2025,1181,300-metres,sprints,female,u20
9,36.73,,Mariana FLOREA,29 AUG 1976,ROU,,Bucureşti (ROU),23 MAY 1993,1135,300-metres,sprints,female,u20
9,36.73,,Shawnti JACKSON,02 MAY 2005,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",28 JAN 2023,1178,300-metres,sprints,female,u20
11,36.77,,Agata ZUPIN,17 MAR 1998,SLO,1,Domžale (SLO),30 AUG 2017,1132,300-metres,sprints,female,u20
11,36.77,,Zaya AKINS,30 AUG 2005,USA,2f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",08 DEC 2023,1176,300-metres,sprints,female,u20
13,36.82,,Sydney MCLAUGHLIN,07 AUG 1999,USA,1f1,"New York, NY (USA) (i)",17 FEB 2017,1173,300-metres,sprints,female,u20
13,36.82,,Wiktoria GAJOSZ,06 JUL 2006,POL,1f1,"Stadion Zygmunta Szelesta, Warszawa (POL)",06 JUL 2024,1130,300-metres,sprints,female,u20
