rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,3:24.04,,United States U20,,USA,1,San José (CRC),21 JUL 2019,1189,4x400-metres-relay,relays,female,u20
2,3:27.60,,United States U20,,USA,1,"Stadio Zecchini, Grosseto (ITA)",18 JUL 2004,1159,4x400-metres-relay,relays,female,u20
3,3:28.06,,United States U20,,USA,1,"Pascual Guerrero Stadium, Cali (COL)",06 AUG 2022,1155,4x400-metres-relay,relays,female,u20
4,3:28.39,,German Democratic Republic U20,,GDR,1,"Laurentian University Stadium, Sudbury (CAN)",31 JUL 1988,1152,4x400-metres-relay,relays,female,u20
5,3:28.57,,United States U20,,USA,1,Trujillo (PER),23 JUL 2017,1150,4x400-metres-relay,relays,female,u20
6,3:28.74,,United States U20,,USA,1,"Ratinan Stadion, Tampere (FIN)",15 JUL 2018,1149,4x400-metres-relay,relays,female,u20
7,3:29.01,,United States U20,,USA,1f,"Chaoyang Sport Center, Beijing (CHN)",20 AUG 2006,1147,4x400-metres-relay,relays,female,u20
8,3:29.11,,United States U20,,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",24 JUL 2016,1146,4x400-metres-relay,relays,female,u20
9,3:29.54,,United States U20,,USA,1h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",12 JUL 2008,1142,4x400-metres-relay,relays,female,u20
10,3:29.66,,Jamaica U20,,JAM,3,"Philadelphia, PA (USA)",26 APR 2001,1141,4x400-metres-relay,relays,female,u20
11,3:29.95,,United States U20,,USA,1,"National Stadium, Kingston (JAM)",21 JUL 2002,1139,4x400-metres-relay,relays,female,u20
12,3:30.01,,United States U20,,USA,1,"Estadio Olímpico, Barcelona (ESP)",15 JUL 2012,1138,4x400-metres-relay,relays,female,u20
13,3:30.03,,Russia U20,,RUS,2,"Stadio Zecchini, Grosseto (ITA)",18 JUL 2004,1138,4x400-metres-relay,relays,female,u20
14,3:30.13,,United States U20,,USA,1sf1,"Stadio Zecchini, Grosseto (ITA)",17 JUL 2004,1137,4x400-metres-relay,relays,female,u20
15,3:30.19,,United States U20,,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13 JUL 2008,1137,4x400-metres-relay,relays,female,u20
16,3:30.25,,United States U20,,USA,1,"Estadio Jose A. Figueroa Freyre, Mayagüez (PUR)",06 AUG 2023,1136,4x400-metres-relay,relays,female,u20
17,3:30.37,,Jamaica U20,,JAM,3,"Stadio Zecchini, Grosseto (ITA)",18 JUL 2004,1135,4x400-metres-relay,relays,female,u20
18,3:30.38,,Australia U20,,AUS,1,"Deveti Septemvri Stadium, Plovdiv (BUL)",12 AUG 1990,1135,4x400-metres-relay,relays,female,u20
19,3:30.39,,German Democratic Republic U20,,GDR,1,"Atletiekbaan Overvecht, Utrecht (NED)",23 AUG 1981,1135,4x400-metres-relay,relays,female,u20
20,3:30.42,,United States U20,,USA,1,"Hayward Field, Eugene, OR (USA)",27 JUL 2014,1135,4x400-metres-relay,relays,female,u20
21,3:30.45,,United States U20,,USA,1,"Olympic Stadium, Athina (GRE)",20 JUL 1986,1134,4x400-metres-relay,relays,female,u20
22,3:30.46,,Great Britain & NI U20,,GBR,2,"National Stadium, Kingston (JAM)",21 JUL 2002,1134,4x400-metres-relay,relays,female,u20
23,3:30.68,,Canada U20,,CAN,2,San José (CRC),21 JUL 2019,1132,4x400-metres-relay,relays,female,u20
24,3:30.72,,Bulgaria U20,,BUL,2,Sofia (BUL),24 JUL 1983,1132,4x400-metres-relay,relays,female,u20
24,3:30.72,,Russia U20,,RUS,3,"National Stadium, Kingston (JAM)",21 JUL 2002,1132,4x400-metres-relay,relays,female,u20
26,3:30.74,,United States U20,,USA,1f1,"Estadio Atlético de la VIDENA, Lima (PER)",31 AUG 2024,1132,4x400-metres-relay,relays,female,u20
27,3:30.84,,Nigeria U20,,NGR,2f,"Chaoyang Sport Center, Beijing (CHN)",20 AUG 2006,1131,4x400-metres-relay,relays,female,u20
28,3:30.90,,German Democratic Republic U20,,GDR,2,"Olympic Stadium, Athina (GRE)",20 JUL 1986,1131,4x400-metres-relay,relays,female,u20
29,3:31.01,,Jamaica U20,,JAM,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",24 JUL 2016,1130,4x400-metres-relay,relays,female,u20
30,3:31.09,,Jamaica U20,,JAM,2,"Deveti Septemvri Stadium, Plovdiv (BUL)",12 AUG 1990,1129,4x400-metres-relay,relays,female,u20
31,3:31.12,,Germany U20,,GER,1,"SIAC Homebush, Sydney (AUS)",25 AUG 1996,1129,4x400-metres-relay,relays,female,u20
32,3:31.20,,United States U20,,USA,1,"Croix-Bleue Medavie Stadium, Moncton (CAN)",25 JUL 2010,1128,4x400-metres-relay,relays,female,u20
33,3:31.34,,Jamaica U20,,JAM,3,San José (CRC),21 JUL 2019,1127,4x400-metres-relay,relays,female,u20
34,3:31.36,,Australia U20,,AUS,2,"Ratinan Stadion, Tampere (FIN)",15 JUL 2018,1127,4x400-metres-relay,relays,female,u20
35,3:31.41,,Soviet Union U20,,URS,2,"Atletiekbaan Overvecht, Utrecht (NED)",23 AUG 1981,1126,4x400-metres-relay,relays,female,u20
36,3:31.46,,Nigeria U20,,NGR,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",22 AUG 2021,1126,4x400-metres-relay,relays,female,u20
37,3:31.47,,Jamaica U20,,JAM,1,Montego Bay (JAM),25 APR 2011,1126,4x400-metres-relay,relays,female,u20
37,3:31.47,,Australia U20,,AUS,2f1,"Estadio Atlético de la VIDENA, Lima (PER)",31 AUG 2024,1126,4x400-metres-relay,relays,female,u20
39,3:31.48,,United States U20,,USA,2,"Laurentian University Stadium, Sudbury (CAN)",31 JUL 1988,1126,4x400-metres-relay,relays,female,u20
40,3:31.49,,United States U20,,USA,1,Edmonton (CAN),02 AUG 2015,1126,4x400-metres-relay,relays,female,u20
41,3:31.57,,Romania U20,,ROU,1,"Olympic Stadium, Seoul (KOR)",20 SEP 1992,1125,4x400-metres-relay,relays,female,u20
42,3:31.59,,Jamaica U20,,JAM,2,"Pascual Guerrero Stadium, Cali (COL)",06 AUG 2022,1125,4x400-metres-relay,relays,female,u20
43,3:31.62,,Jamaica U20,,JAM,3f,"Chaoyang Sport Center, Beijing (CHN)",20 AUG 2006,1125,4x400-metres-relay,relays,female,u20
44,3:31.64,,Russia U20,,RUS,1h1,"National Stadium, Kingston (JAM)",20 JUL 2002,1124,4x400-metres-relay,relays,female,u20
45,3:31.68,,German Democratic Republic U20,,GDR,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 1979,1124,4x400-metres-relay,relays,female,u20
45,3:31.68,,Montverde Academy,,USA,1f8,"Franklin Field, Philadelphia, PA (USA)",16 JUN 2024,1124,4x400-metres-relay,relays,female,u20
47,3:31.78,,Bulgaria U20,,BUL,2,"Rudolf Tonn Stadion, Schwechat (AUT)",28 AUG 1983,1123,4x400-metres-relay,relays,female,u20
48,3:31.81,,Cuba U20,,CUB,3,"Deveti Septemvri Stadium, Plovdiv (BUL)",12 AUG 1990,1123,4x400-metres-relay,relays,female,u20
49,3:31.84,,Nigeria U20,,NGR,2,"Croix-Bleue Medavie Stadium, Moncton (CAN)",25 JUL 2010,1123,4x400-metres-relay,relays,female,u20
50,3:31.86,,Great Britain & NI U20,,GBR,3,"Pascual Guerrero Stadium, Cali (COL)",06 AUG 2022,1123,4x400-metres-relay,relays,female,u20
51,3:31.89,,Soviet Union U20,,URS,3,"Laurentian University Stadium, Sudbury (CAN)",31 JUL 1988,1122,4x400-metres-relay,relays,female,u20
52,3:31.90,,Jamaica U20,,JAM,4,"National Stadium, Kingston (JAM)",21 JUL 2002,1122,4x400-metres-relay,relays,female,u20
52,3:31.90,,Jamaica U20,,JAM,3,"Ratinan Stadion, Tampere (FIN)",15 JUL 2018,1122,4x400-metres-relay,relays,female,u20
54,3:31.93,,Canada U20,,CAN,4,"Ratinan Stadion, Tampere (FIN)",15 JUL 2018,1122,4x400-metres-relay,relays,female,u20
55,3:31.94,,Federal Republic of Germany U20,,FRG,3,"Rudolf Tonn Stadion, Schwechat (AUT)",28 AUG 1983,1122,4x400-metres-relay,relays,female,u20
56,3:32.00,,Great Britain & NI U20,,GBR,2,"Hayward Field, Eugene, OR (USA)",27 JUL 2014,1121,4x400-metres-relay,relays,female,u20
