rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,31:11.26,,Liqing SONG,20 JAN 1980,CHN,7,Shanghai (CHN),19 OCT 1997,1183,10000-metres,middlelong,female,u18
2,31:15.38,,Sally BARSOSIO,21 MAR 1978,KEN,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1179,10000-metres,middlelong,female,u18
3,31:17.30,,Yingying ZHANG,04 JAN 1990,CHN,1,Wuhan (CHN),02 NOV 2007,1177,10000-metres,middlelong,female,u18
4,31:28.88,,Xue BAI,13 DEC 1988,CHN,4,Nanjing (CHN),17 OCT 2005,1167,10000-metres,middlelong,female,u18
5,31:41.09,,Lydia CHEROMEI,11 MAY 1977,KEN,2,Belle Vue Mauricia (MRI),27 JUN 1992,1156,10000-metres,middlelong,female,u18
6,31:48.21,,Muluhabt TSEGA,22 DEC 1997,ETH,10,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1150,10000-metres,middlelong,female,u18
7,31:50.22,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,14,"Olympic Stadium, Sydney (AUS)",30 SEP 2000,1148,10000-metres,middlelong,female,u18
8,32:02.2h,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,1,Eldoret (KEN),22 MAY 1999,1137,10000-metres,middlelong,female,u18
9,32:09.94,,Ningning MA,20 SEP 1976,CHN,2,Jinan (CHN),02 JUN 1993,1130,10000-metres,middlelong,female,u18
10,32:18.0h,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,2,Nairobi (KEN),22 JUL 2000,1123,10000-metres,middlelong,female,u18
