rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,1:27.05,,Team International,,INT,1f2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1241,4x200-metres-relay,relays,female,senior
2,1:27.46,,United States Blue,,USA,1,"Philadelphia, PA (USA)",29 APR 2000,1233,4x200-metres-relay,relays,female,senior
3,1:28.05,,Texas,,INT,1f3,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023,1221,4x200-metres-relay,relays,female,senior
4,1:28.15,,German Democratic Republic,,GDR,1,Jena (GDR),09 AUG 1980,1219,4x200-metres-relay,relays,female,senior
5,1:28.77,,Tumbleweed Track Club,,INT,1f1,"Gainesville, FL (USA)",01 APR 2017,1207,4x200-metres-relay,relays,female,senior
5,1:28.77,,Pure Athletics,,INT,1,"Gainesville, FL (USA)",31 MAR 2018,1207,4x200-metres-relay,relays,female,senior
7,1:28.78,,Oregon,,USA,2f1,"Gainesville, FL (USA)",01 APR 2017,1207,4x200-metres-relay,relays,female,senior
8,1:29.03,,Texas,,INT,1f2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022,1202,4x200-metres-relay,relays,female,senior
9,1:29.04,,Jamaica,,JAM,1,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017,1201,4x200-metres-relay,relays,female,senior
10,1:29.24,,NIKE,,USA,1,"Philadelphia, PA (USA)",25 APR 1998,1198,4x200-metres-relay,relays,female,senior
11,1:29.25,,Pure Athletics,,INT,1f1,"Gainesville, FL (USA)",30 MAR 2019,1197,4x200-metres-relay,relays,female,senior
12,1:29.42,,Texas A&M,,USA,1,"Philadelphia, PA (USA)",24 APR 2010,1194,4x200-metres-relay,relays,female,senior
13,1:29.45,,United States,,USA,1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1193,4x200-metres-relay,relays,female,senior
14,1:29.61,,Great Britain & NI,,GBR,2,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1190,4x200-metres-relay,relays,female,senior
15,1:29.71,,Pure Athletics,,INT,3f1,"Gainesville, FL (USA)",01 APR 2017,1188,4x200-metres-relay,relays,female,senior
16,1:29.78,,Louisiana State,,INT,1,"Philadelphia, PA (USA)",26 APR 2003,1187,4x200-metres-relay,relays,female,senior
17,1:29.86,,Empire Athletics,,USA,4f1,"Gainesville, FL (USA)",01 APR 2017,1185,4x200-metres-relay,relays,female,senior
18,1:29.89,,Texas A&M,,INT,1f2,"Austin, TX (USA)",01 APR 2017,1185,4x200-metres-relay,relays,female,senior
19,1:29.96,,Texas A&M,,USA,1,"Philadelphia, PA (USA)",30 APR 2011,1184,4x200-metres-relay,relays,female,senior
