rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,42.94,,Jamaica U20,,JAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",22 AUG 2021,1180,4x100-metres-relay,relays,female,u18
2,44.05,,German Democratic Republic U20,,GDR,1,"Georgios Karaiskakis Stadium, Athina (GRE)",24 AUG 1975,1133,4x100-metres-relay,relays,female,u18
3,44.07,,Switzerland U20,,SUI,1er2,"Michael-Hoffmann-Stadion, Mannheim (GER)",29 JUN 2025,1132,4x100-metres-relay,relays,female,u18
4,44.25,,Edwin Allen High U16,,JAM,1,Kingston (JAM),30 MAR 2019,1125,4x100-metres-relay,relays,female,u18
5,44.30,,Jamaica U20,,JAM,1f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,1123,4x100-metres-relay,relays,female,u18
6,44.59,,Soviet Union U20,,URS,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 1979,1111,4x100-metres-relay,relays,female,u18
7,44.71,,Edwin Allen High U15,,JAM,1,Kingston (JAM),24 MAR 2018,1106,4x100-metres-relay,relays,female,u18
8,44.80,,Jamaica U18,,JAM,1,Fort-de-France (FRA),20 APR 2014,1102,4x100-metres-relay,relays,female,u18
8,44.80,,Edwin Allen High U20,,JAM,1,Kingston (JAM),14 APR 2018,1102,4x100-metres-relay,relays,female,u18
10,44.81,,Edwin Allen High U18,,JAM,1,"National Stadium, Kingston (JAM)",15 MAY 2021,1101,4x100-metres-relay,relays,female,u18
11,44.89,,German Democratic Republic U20,,GDR,1h1,"Georgios Karaiskakis Stadium, Athina (GRE)",23 AUG 1975,1098,4x100-metres-relay,relays,female,u18
12,44.91,,Edwin Allen High U17,,JAM,1,Kingston (JAM),24 MAR 2018,1097,4x100-metres-relay,relays,female,u18
13,44.95,,Federal Republic of Germany U20,,FRG,1h1,"Deveti Septemvri Stadium, Plovdiv (BUL)",11 AUG 1990,1096,4x100-metres-relay,relays,female,u18
13,44.95,,Jamaica U17,,JAM,1,Nassau (BAH),01 APR 2018,1096,4x100-metres-relay,relays,female,u18
15,44.97,,Jamaica U18,,JAM,1,Morelia (MEX),04 JUL 2014,1095,4x100-metres-relay,relays,female,u18
16,45.01,,Jamaica,,JAM,1h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,1093,4x100-metres-relay,relays,female,u18
17,45.02,,Jamaica U18,,JAM,1,Queretaro (MEX),06 JUL 2019,1093,4x100-metres-relay,relays,female,u18
18,45.04,,Federal Republic of Germany U20,,FRG,1h2,"Georgios Karaiskakis Stadium, Athina (GRE)",23 AUG 1975,1092,4x100-metres-relay,relays,female,u18
