rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,13:58.06,,Beatrice CHEBET,05 MAR 2000,KEN,1,"Hayward Field, Eugene, OR (USA)",05 JUL 2025,1286,5000-metres,middlelong,female,senior
2,14:00.21,,Gudaf TSEGAY,23 JAN 1997,ETH,1,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1282,5000-metres,middlelong,female,senior
3,14:01.29,,Agnes Jebet NGETICH,23 JAN 2001,KEN,2,"Hayward Field, Eugene, OR (USA)",05 JUL 2025,1280,5000-metres,middlelong,female,senior
4,14:03.69,,Beatrice CHEBET,05 MAR 2000,KEN,1,"Stadio Olimpico, Roma (ITA)",06 JUN 2025,1275,5000-metres,middlelong,female,senior
5,14:04.41,,Gudaf TSEGAY,23 JAN 1997,ETH,3,"Hayward Field, Eugene, OR (USA)",05 JUL 2025,1273,5000-metres,middlelong,female,senior
6,14:05.20,,Faith KIPYEGON,10 JAN 1994,KEN,1,"Stade Charléty, Paris (FRA)",09 JUN 2023,1272,5000-metres,middlelong,female,senior
7,14:05.92,,Beatrice CHEBET,05 MAR 2000,KEN,2,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1270,5000-metres,middlelong,female,senior
8,14:06.62,,Letesenbet GIDEY,20 MAR 1998,ETH,1,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1269,5000-metres,middlelong,female,senior
9,14:07.94,,Letesenbet GIDEY,20 MAR 1998,ETH,2,"Stade Charléty, Paris (FRA)",09 JUN 2023,1266,5000-metres,middlelong,female,senior
10,14:08.79,,Letesenbet GIDEY,20 MAR 1998,ETH,1,"Olympiastadion, Berlin (GER)",03 SEP 2023,1264,5000-metres,middlelong,female,senior
11,14:09.52,,Beatrice CHEBET,05 MAR 2000,KEN,1,"Letzigrund, Zürich (SUI)",05 SEP 2024,1263,5000-metres,middlelong,female,senior
12,14:09.82,,Beatrice CHEBET,05 MAR 2000,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1262,5000-metres,middlelong,female,senior
13,14:11.15,,Tirunesh DIBABA,01 JUN 1985,ETH,1,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1260,5000-metres,middlelong,female,senior
14,14:12.29,,Gudaf TSEGAY,23 JAN 1997,ETH,1,"Olympic Stadium, London (GBR)",23 JUL 2023,1257,5000-metres,middlelong,female,senior
15,14:12.59,,Almaz AYANA,21 NOV 1991,ETH,1,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1257,5000-metres,middlelong,female,senior
16,14:12.88,,Meseret DEFAR,19 NOV 1983,ETH,1,Stockholm (SWE),22 JUL 2008,1256,5000-metres,middlelong,female,senior
17,14:12.92,,Beatrice CHEBET,05 MAR 2000,KEN,2,"Olympic Stadium, London (GBR)",23 JUL 2023,1256,5000-metres,middlelong,female,senior
18,14:12.98,,Ejgayehu TAYE,10 FEB 2000,ETH,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1256,5000-metres,middlelong,female,senior
19,14:13.31,,Ejgayehu TAYE,10 FEB 2000,ETH,3,"Stade Charléty, Paris (FRA)",09 JUN 2023,1255,5000-metres,middlelong,female,senior
20,14:13.32,,Gudaf TSEGAY,23 JAN 1997,ETH,1,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1255,5000-metres,middlelong,female,senior
21,14:13.42,,Sifan HASSAN,01 JAN 1993,NED,3,"Olympic Stadium, London (GBR)",23 JUL 2023,1255,5000-metres,middlelong,female,senior
22,14:14.09,,Ejgayehu TAYE,10 FEB 2000,ETH,2,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1254,5000-metres,middlelong,female,senior
23,14:14.32,,Almaz AYANA,21 NOV 1991,ETH,1,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1253,5000-metres,middlelong,female,senior
24,14:15.24,,Senbere TEFERI,03 MAY 1995,ETH,3,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1251,5000-metres,middlelong,female,senior
