rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
1,8:25.37,,Birke HAYLOM,06 JAN 2006,ETH,3,"Arena Stade Couvert, Liévin (FRA) (i)",13 FEB 2025,1249,3000-metres,middlelong,female,u20
2,8:28.83,,Zola BUDD,26 MAY 1966,GBR,3,"Stadio Olimpico, Roma (ITA)",07 SEP 1985,1212,3000-metres,middlelong,female,u20
3,8:28.9h,,Sylvia SCHIERJOTT,22 SEP 1964,GDR,2,Senftenberg (GER) (i),20 FEB 1983,0,3000-metres,middlelong,female,u20
4,8:30.99,,Aynadis MEBRATU,25 NOV 2004,ETH,4,"Egret Stadium, Xiamen (CHN)",02 SEP 2023,1205,3000-metres,middlelong,female,u20
5,8:32.01,,Yenenesh SHIMKET,09 FEB 2007,ETH,5,"Stade Olympique, Rabat (MAR)",25 MAY 2025,1201,3000-metres,middlelong,female,u20
6,8:32.02,,Melknat WUDU,03 JAN 2005,ETH,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1225,3000-metres,middlelong,female,u20
7,8:32.20,,Marta ALEMAYO,08 APR 2008,ETH,6,"Stade Olympique, Rabat (MAR)",25 MAY 2025,1201,3000-metres,middlelong,female,u20
8,8:32.34,,Melknat WUDU,03 JAN 2005,ETH,3,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1224,3000-metres,middlelong,female,u20
9,8:32.35,,Medina EISA,03 JAN 2005,ETH,4,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1224,3000-metres,middlelong,female,u20
10,8:32.49,,Senayet GETACHEW,01 OCT 2005,ETH,5,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1224,3000-metres,middlelong,female,u20
11,8:32.88,,Aleshign BAWEKE,23 JAN 2006,ETH,7,"Stade Olympique, Rabat (MAR)",25 MAY 2025,1198,3000-metres,middlelong,female,u20
12,8:32.90,,Innes FITZGERALD,06 APR 2006,GBR,3,"Olympiastadion, Stockholm (SWE)",15 JUN 2025,1198,3000-metres,middlelong,female,u20
13,8:33.56,,Tirunesh DIBABA,01 JUN 1985,ETH,2,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2004,1220,3000-metres,middlelong,female,u20
14,8:33.63,,Meskerem MAMO,13 APR 1999,ETH,7,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1196,3000-metres,middlelong,female,u20
