rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,6.92,,Irina PRIVALOVA,1968-11-22,RUS,1,Madrid (ESP) (i),1995-02-09,1248,60-metres,sprints,female,senior,60-metres,track,6.92,ESP,26.0,1995
1,6.92,,Irina PRIVALOVA,1968-11-22,RUS,1,Madrid (ESP) (i),1993-02-11,1248,60-metres,sprints,female,senior,60-metres,track,6.92,ESP,24.0,1993
3,6.93,,Irina PRIVALOVA,1968-11-22,RUS,1,Liévin (FRA) (i),1994-02-13,1244,60-metres,sprints,female,senior,60-metres,track,6.93,FRA,25.0,1994
4,6.94,,Irina PRIVALOVA,1968-11-22,RUS,1,Liévin (FRA) (i),1995-02-19,1241,60-metres,sprints,female,senior,60-metres,track,6.94,FRA,26.0,1995
4,6.94,,Julien ALFRED,2001-06-10,LCA,1,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-11,1241,60-metres,sprints,female,senior,60-metres,track,6.94,USA,21.0,2023
4,6.94,,Aleia HOBBS,1996-02-24,USA,1,"Convention Center, Albuquerque, NM (USA) (i)",2023-02-18,1241,60-metres,sprints,female,senior,60-metres,track,6.94,USA,27.0,2023
7,6.95,,Marion JONES,1975-10-12,USA,1,Maebashi (JPN) (i),1998-03-07,1237,60-metres,sprints,female,senior,60-metres,track,6.95,JPN,22.0,1998
7,6.95,,Gail DEVERS,1966-11-19,USA,1,"The Sky Dome, Toronto (CAN) (i)",1993-03-12,1237,60-metres,sprints,female,senior,60-metres,track,6.95,CAN,26.0,1993
7,6.95,,Irina PRIVALOVA,1968-11-22,RUS,1f2,Wien (AUT) (i),1994-02-06,1237,60-metres,sprints,female,senior,60-metres,track,6.95,AUT,25.0,1994
7,6.95,,Irina PRIVALOVA,1968-11-22,RUS,1,Moskva (RUS) (i),1995-02-14,1237,60-metres,sprints,female,senior,60-metres,track,6.95,RUS,26.0,1995
11,6.96,,Merlene OTTEY,1960-05-10,JAM,1,Madrid (ESP) (i),1992-02-14,1234,60-metres,sprints,female,senior,60-metres,track,6.96,ESP,31.0,1992
11,6.96,,Julien ALFRED,2001-06-10,LCA,1h1,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-10,1234,60-metres,sprints,female,senior,60-metres,track,6.96,USA,21.0,2023
11,6.96,,Katerina THANOU,1975-02-01,GRE,1,"Green Dome, Maebashi (JPN) (i)",1999-03-07,1234,60-metres,sprints,female,senior,60-metres,track,6.96,JPN,24.0,1999
11,6.96,,Mujinga KAMBUNDJI,1992-06-17,SUI,1,"Štark Arena, Beograd (SRB) (i)",2022-03-18,1234,60-metres,sprints,female,senior,60-metres,track,6.96,SRB,29.0,2022
11,6.96,,Irina PRIVALOVA,1968-11-22,RUS,1h2,Madrid (ESP) (i),1993-02-11,1234,60-metres,sprints,female,senior,60-metres,track,6.96,ESP,24.0,1993
16,6.97,,Irina PRIVALOVA,1968-11-22,RUS,2,Madrid (ESP) (i),1992-02-14,1230,60-metres,sprints,female,senior,60-metres,track,6.97,ESP,23.0,1992
16,6.97,,Irina PRIVALOVA,1968-11-22,RUS,2,"The Sky Dome, Toronto (CAN) (i)",1993-03-12,1230,60-metres,sprints,female,senior,60-metres,track,6.97,CAN,24.0,1993
16,6.97,,Irina PRIVALOVA,1968-11-22,RUS,1,Madrid (ESP) (i),1994-02-11,1230,60-metres,sprints,female,senior,60-metres,track,6.97,ESP,25.0,1994
16,6.97,,Murielle AHOURÉ,1987-08-23,CIV,1,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-02,1230,60-metres,sprints,female,senior,60-metres,track,6.97,GBR,30.0,2018
16,6.97,,Julien ALFRED,2001-06-10,LCA,1,"Sports Performance Center, Lubbock, TX (USA) (i)",2023-02-25,1230,60-metres,sprints,female,senior,60-metres,track,6.97,USA,21.0,2023
16,6.97,,Merlene OTTEY,1960-05-10,JAM,1,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-10,1230,60-metres,sprints,female,senior,60-metres,track,6.97,ESP,34.0,1995
16,6.97,,LaVerne JONES-FERRETTE,1981-09-16,ISV,1,"Schleyer Halle, Stuttgart (GER) (i)",2010-02-06,1230,60-metres,sprints,female,senior,60-metres,track,6.97,GER,28.0,2010
16,6.97,,Irina PRIVALOVA,1968-11-22,RUS,1,Gent (BEL) (i),1995-02-12,1230,60-metres,sprints,female,senior,60-metres,track,6.97,BEL,26.0,1995
16,6.97,,Merlene OTTEY,1960-05-10,JAM,2,Liévin (FRA) (i),1995-02-19,1230,60-metres,sprints,female,senior,60-metres,track,6.97,FRA,34.0,1995
25,6.98,,Irina PRIVALOVA,1968-11-22,RUS,1,Moskva (RUS) (i),1993-02-27,1227,60-metres,sprints,female,senior,60-metres,track,6.98,RUS,24.0,1993
25,6.98,,Gail DEVERS,1966-11-19,USA,1,Liévin (FRA) (i),1999-02-21,1227,60-metres,sprints,female,senior,60-metres,track,6.98,FRA,32.0,1999
25,6.98,,Julien ALFRED,2001-06-10,LCA,1,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-02,1227,60-metres,sprints,female,senior,60-metres,track,6.98,GBR,22.0,2024
25,6.98,,Ewa SWOBODA,1997-07-26,POL,1sf1,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-02,1227,60-metres,sprints,female,senior,60-metres,track,6.98,GBR,26.0,2024
25,6.98,,Elaine THOMPSON,1992-06-28,JAM,1,"Barclaycard Arena, Birmingham (GBR) (i)",2017-02-18,1227,60-metres,sprints,female,senior,60-metres,track,6.98,GBR,24.0,2017
25,6.98,,Shelly-Ann FRASER-PRYCE,1986-12-27,JAM,1,"Ergo Arena, Sopot (POL) (i)",2014-03-09,1227,60-metres,sprints,female,senior,60-metres,track,6.98,POL,27.0,2014
25,6.98,,Aleia HOBBS,1996-02-24,USA,1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2023-01-28,1227,60-metres,sprints,female,senior,60-metres,track,6.98,USA,26.0,2023
32,6.99,,Gail DEVERS,1966-11-19,USA,1,"New York, NY (USA) (i)",1993-02-26,1223,60-metres,sprints,female,senior,60-metres,track,6.99,USA,26.0,1993
32,6.99,,Merlene OTTEY,1960-05-10,JAM,1,Sindelfingen (GER) (i),1994-03-06,1223,60-metres,sprints,female,senior,60-metres,track,6.99,GER,33.0,1994
32,6.99,,Murielle AHOURÉ,1987-08-23,CIV,1,"National Indoor Arena, Birmingham (GBR) (i)",2013-02-16,1223,60-metres,sprints,female,senior,60-metres,track,6.99,GBR,25.0,2013
32,6.99,,Mikiah BRISCO,1996-07-14,USA,2,"Štark Arena, Beograd (SRB) (i)",2022-03-18,1223,60-metres,sprints,female,senior,60-metres,track,6.99,SRB,25.0,2022
32,6.99,,Julien ALFRED,2001-06-10,LCA,1,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,1223,60-metres,sprints,female,senior,60-metres,track,6.99,USA,22.0,2024
32,6.99,,Irina PRIVALOVA,1968-11-22,RUS,1h2,Madrid (ESP) (i),1993-02-11,1223,60-metres,sprints,female,senior,60-metres,track,6.99,ESP,24.0,1993
32,6.99,,Katerina THANOU,1975-02-01,GRE,1sf1,"Green Dome, Maebashi (JPN) (i)",1999-03-07,1223,60-metres,sprints,female,senior,60-metres,track,6.99,JPN,24.0,1999
32,6.99,,Ewa SWOBODA,1997-07-26,POL,1,"Arena, Toruń (POL) (i)",2022-03-05,1223,60-metres,sprints,female,senior,60-metres,track,6.99,POL,24.0,2022
40,7.0,,Nelli COOMAN,1964-06-06,NED,1,"Palacio de Deportes, Madrid (ESP) (i)",1986-02-23,1220,60-metres,sprints,female,senior,60-metres,track,7.0,ESP,21.0,1986
40,7.0,,Gail DEVERS,1966-11-19,USA,1,"New York, NY (USA) (i)",1994-02-04,1220,60-metres,sprints,female,senior,60-metres,track,7.0,USA,27.0,1994
40,7.0,,Irina PRIVALOVA,1968-11-22,RUS,1,Sindelfingen (GER) (i),1995-03-04,1220,60-metres,sprints,female,senior,60-metres,track,7.0,GER,26.0,1995
40,7.0,,Murielle AHOURÉ,1987-08-23,CIV,1,"Houston, TX (USA) (i)",2013-01-26,1220,60-metres,sprints,female,senior,60-metres,track,7.0,USA,25.0,2013
40,7.0,,Dafne SCHIPPERS,1992-06-15,NED,1,Berlin (GER) (i),2016-02-13,1220,60-metres,sprints,female,senior,60-metres,track,7.0,GER,23.0,2016
40,7.0,,Barbara PIERRE,1987-04-28,USA,1,"Portland, OR (USA) (i)",2016-03-12,1220,60-metres,sprints,female,senior,60-metres,track,7.0,USA,28.0,2016
40,7.0,,Ewa SWOBODA,1997-07-26,POL,1,"Atlas Arena, Łódź (POL) (i)",2022-02-11,1220,60-metres,sprints,female,senior,60-metres,track,7.0,POL,24.0,2022
40,7.0,,Gail DEVERS,1966-11-19,USA,1,Dortmund (GER) (i),1998-01-30,1220,60-metres,sprints,female,senior,60-metres,track,7.0,GER,31.0,1998
