rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,1:18.63,,Jamaica,,JAM,1,"T. Robinson Stadium, Nassau (BAH)",2014-05-24,1272,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,78.63,BAH,,2014
2,1:18.68,,Santa Monica Track Club,,USA,1,"Walnut, CA (USA)",1994-04-17,1270,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,78.68,USA,,1994
3,1:19.10,,World All-Stars,,INT,2,"Walnut, CA (USA)",1994-04-17,1253,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.1,USA,,1994
4,1:19.11,,Santa Monica Track Club,,USA,1,"Philadelphia, PA (USA)",1992-04-23,1253,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.11,USA,,1992
5,1:19.16,,United States Red,,USA,1,"Philadelphia, PA (USA)",2003-04-26,1251,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.16,USA,,2003
6,1:19.20,,Canada,,CAN,1f1,"Gainesville, FL (USA)",2016-04-02,1249,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.2,USA,,2016
7,1:19.38,,Santa Monica Track Club,,USA,1,Koblenz (GER),1989-08-23,1242,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.38,GER,,1989
8,1:19.39,,United States Blue,,USA,1,"Philadelphia, PA (USA)",2001-04-28,1242,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.39,USA,,2001
9,1:19.42,,Canada,,CAN,1,"T. Robinson Stadium, Nassau (BAH)",2017-04-23,1241,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.42,BAH,,2017
10,1:19.45,,Santa Monica Track Club,,USA,1,"Philadelphia, PA (USA)",1991-04-27,1240,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.45,USA,,1991
11,1:19.47,,NIKE,,USA,1,"Philadelphia, PA (USA)",1999-04-24,1239,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.47,USA,,1999
12,1:19.62,,United States Red,,USA,1,"Philadelphia, PA (USA)",2004-04-24,1233,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.62,USA,,2004
13,1:19.67,,TCU,,INT,1,"Philadelphia, PA (USA)",2000-04-29,1231,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.67,USA,,2000
14,1:19.71,,TCU,,INT,1h,"Philadelphia, PA (USA)",2001-04-27,1230,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.71000000000001,USA,,2001
15,1:19.73,,United States,,USA,1h1,"International Stadium, Yokohama (JPN)",2019-05-12,1229,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.73,JPN,,2019
16,1:19.85,,NIKE,,USA,1,"Philadelphia, PA (USA)",1998-04-25,1224,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.85,USA,,1998
17,1:19.88,,Austin All-Stars,,INT,1,"Austin, TX (USA)",1999-04-03,1223,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.88,USA,,1999
17,1:19.88,,United States,,USA,2,"T. Robinson Stadium, Nassau (BAH)",2017-04-23,1223,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.88,BAH,,2017
19,1:19.91,,HSI,,INT,2,"Austin, TX (USA)",1999-04-03,1222,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.91,USA,,1999
19,1:19.91,,Canada,,CAN,1f1,"Gainesville, FL (USA)",2017-04-01,1222,4x200-metres-relay,relays,male,senior,4x200-metres-relay,track,79.91,USA,,2017
