rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,8:06.11,,Junxia WANG,1973-01-09,CHN,1,Beijing (CHN),1993-09-13,1293,3000-metres,middlelong,female,senior,3000-metres,track,486.11,CHN,20.0,1993
2,8:07.04,,Faith KIPYEGON,1994-01-10,KEN,1,"Stadion Śląski, Chorzów (POL)",2025-08-16,1290,3000-metres,middlelong,female,senior,3000-metres,track,487.04,POL,31.0,2025
3,8:11.56,,Beatrice CHEBET,2000-03-05,KEN,1,"Stade Olympique, Rabat (MAR)",2025-05-25,1274,3000-metres,middlelong,female,senior,3000-metres,track,491.56,MAR,25.0,2025
4,8:12.18,,Yunxia QU,1972-12-25,CHN,2,Beijing (CHN),1993-09-13,1272,3000-metres,middlelong,female,senior,3000-metres,track,492.18,CHN,20.0,1993
5,8:12.19,,Junxia WANG,1973-01-09,CHN,1h2,Beijing (CHN),1993-09-12,1272,3000-metres,middlelong,female,senior,3000-metres,track,492.19,CHN,20.0,1993
6,8:12.27,,Yunxia QU,1972-12-25,CHN,2h2,Beijing (CHN),1993-09-12,1271,3000-metres,middlelong,female,senior,3000-metres,track,492.27,CHN,20.0,1993
7,8:16.50,,Linli ZHANG,1973-03-06,CHN,3,Beijing (CHN),1993-09-13,1256,3000-metres,middlelong,female,senior,3000-metres,track,496.5,CHN,20.0,1993
8,8:16.60,,Genzebe DIBABA,1991-02-08,ETH,1,"Globe Arena, Stockholm (SWE) (i)",2014-02-06,1281,3000-metres,middlelong,female,senior,3000-metres,track,496.6,SWE,23.0,2014
9,8:16.69,,Gudaf TSEGAY,1997-01-23,ETH,1,"Utilita Arena Birmingham, Birmingham (GBR) (i)",2023-02-25,1281,3000-metres,middlelong,female,senior,3000-metres,track,496.69,GBR,26.0,2023
10,8:17.11,,Gudaf TSEGAY,1997-01-23,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",2024-02-10,1279,3000-metres,middlelong,female,senior,3000-metres,track,497.11,FRA,27.0,2024
11,8:18.49,,Sifan HASSAN,1993-01-01,NED,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",2019-06-30,1249,3000-metres,middlelong,female,senior,3000-metres,track,498.49,USA,26.0,2019
12,8:19.08,,Francine NIYONSABA,1993-05-05,BDI,1,"Stade Charléty, Paris (FRA)",2021-08-28,1247,3000-metres,middlelong,female,senior,3000-metres,track,499.08,FRA,28.0,2021
