rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,10:30.28,,Tom BOSWORTH,1990-01-17,GBR,1,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1252,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,630.28,GBR,28.0,2018
2,10:31.42,,Andreas ERM,1976-03-12,GER,1,Halle (GER) (i),2001-02-04,1249,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,631.42,GER,24.0,2001
3,10:43.84,,Tom BOSWORTH,1990-01-17,GBR,1,"Olympic Stadium, London (GBR)",2018-07-21,1217,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,643.84,GBR,28.0,2018
4,10:44.00,,Christopher LINKE,1988-10-24,GER,1,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",2024-02-02,1217,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,644.0,GER,35.0,2024
5,10:45.60,,Maher BEN HLIMA,1989-07-24,POL,1,"Hala Uniwersytetu, Rzeszów (POL) (i)",2025-02-08,1213,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,645.6,POL,35.0,2025
6,10:47.08,,Lebogang SHANGE,1990-08-01,RSA,2,"Olympic Stadium, London (GBR)",2018-07-21,1209,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,647.08,GBR,27.0,2018
7,10:47.11,,Giovanni DE BENEDICTIS,1968-01-08,ITA,,San Giovanni Valdarno (ITA),1990-05-19,1209,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,647.11,ITA,22.0,1990
8,10:48.6h,,Maksim DENISOV,2005-05-07,RUS,1,"Football and athletics Arena, Saransk (RUS) (i)",2023-09-24,1205,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,648.6,RUS,18.0,2023
9,10:48.79,,Karl JUNGHANNß,1996-04-06,GER,2,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",2024-02-02,1205,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,648.79,GER,27.0,2024
10,10:49.33,,Christopher LINKE,1988-10-24,GER,1,Erfurt (GER) (i),2018-02-09,1203,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,649.33,GER,29.0,2018
11,10:52.15,,Nils BREMBACH,1993-02-23,GER,2,Erfurt (GER) (i),2018-02-09,1196,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,652.15,GER,24.0,2018
12,10:52.77,,Callum WILKINSON,1997-03-14,GBR,2,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1195,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,652.77,GBR,20.0,2018
13,10:54.61,,Carlo MATTIOLI,1954-10-23,ITA,1,Milano (ITA) (i),1980-02-06,1190,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,654.61,ITA,25.0,1980
14,10:54.70,,Dane BIRD-SMITH,1992-07-15,AUS,1,Brisbane (AUS),2017-02-11,1190,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,654.7,AUS,24.0,2017
15,10:56.06,,Dane BIRD-SMITH,1992-07-15,AUS,1,Brisbane (AUS),2018-03-28,1186,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.06,AUS,25.0,2018
16,10:56.22,,Andrew JACHNO,1962-04-13,AUS,1,Melbourne (AUS),1991-02-07,1186,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.22,AUS,28.0,1991
17,10:56.23,,Dane BIRD-SMITH,1992-07-15,AUS,1,Cork (IRL),2014-07-08,1186,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.23,IRL,21.0,2014
18,10:56.30,,Marius ŽIŪKAS,1985-06-29,LTU,3,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1186,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.3,GBR,32.0,2018
19,10:56.34,,Roman MRÁZEK,1962-01-21,TCH,1,Bratislava (TCH),1989-06-14,1186,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.34,TCH,27.0,1989
20,10:56.88,,Reima SALONEN,1955-10-19,FIN,1,Turku (FIN) (i),1984-02-05,1184,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.88,FIN,28.0,1984
21,10:56.98,,Dawid TOMALA,1989-08-27,POL,1,"x-bionic sphere, Šamorín (SVK)",2018-06-29,1184,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,656.98,SVK,28.0,2018
22,10:57.32,,Matej TÓTH,1983-02-10,SVK,1f2,Wien (AUT) (i),2011-02-12,1183,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,657.32,AUT,28.0,2011
23,10:57.77,,Francesco FORTUNATO,1994-12-13,ITA,1,"Stadio Olimpico, Roma (ITA)",2022-06-09,1182,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,657.77,ITA,27.0,2022
24,10:58.16,,Kevin CAMPION,1988-05-23,FRA,2,Cork (IRL),2014-07-08,1181,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,658.16,IRL,26.0,2014
25,10:58.21,,Tom BOSWORTH,1990-01-17,GBR,1,Sheffield (GBR) (i),2016-02-28,1181,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,658.21,GBR,26.0,2016
26,10:58.47,,Alex WRIGHT,1990-12-19,IRL,3,Cork (IRL),2014-07-08,1180,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,658.47,IRL,23.0,2014
27,10:58.89,,Dawid TOMALA,1989-08-27,POL,4,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1179,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,658.89,GBR,28.0,2018
28,10:58.94,,Christopher LINKE,1988-10-24,GER,1,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",2022-02-01,1179,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,658.94,GER,33.0,2022
29,10:59.00,,Callum WILKINSON,1997-03-14,GBR,1,Cork City (IRL),2019-08-14,1179,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,659.0,IRL,22.0,2019
30,10:59.04,,Luke ADAMS,1976-10-22,AUS,1,Cork (IRL),2010-07-03,1179,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,659.04,IRL,33.0,2010
31,10:59.91,,Gianluca PICCHIOTTINO,1996-08-22,ITA,2,"Stadio Olimpico, Roma (ITA)",2022-06-09,1177,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,659.91,ITA,25.0,2022
32,11:00.2h,,Jozef PRIBILINEC,1960-07-06,SVK,1,Banská Bystrica (TCH),1985-08-30,1176,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.2,TCH,25.0,1985
33,11:00.24,,Giovanni DE BENEDICTIS,1968-01-08,ITA,1,Formia (ITA),1997-07-13,1176,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.24,ITA,29.0,1997
34,11:00.36,,Dawid TOMALA,1989-08-27,POL,1,Šamorín (SVK),2019-06-15,1176,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.36,SVK,29.0,2019
35,11:00.56,,David SMITH,1955-07-24,AUS,1,Perth (AUS),1987-01-24,1175,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.56,AUS,31.0,1987
36,11:00.68,,Anton KUČMÍN,1984-06-07,SVK,1,Dubnica nad Váhom (SVK),2013-08-21,1175,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.68,SVK,29.0,2013
37,11:00.98,,Callum WILKINSON,1997-03-14,GBR,1,"Utilita Arena Birmingham, Birmingham (GBR) (i)",2023-02-19,1174,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,660.98,GBR,25.0,2023
38,11:01.32,,Dane BIRD-SMITH,1992-07-15,AUS,1,Brisbane (AUS),2019-03-23,1173,3000-metres-race-walk,race-walks,male,senior,3000-metres-race-walk,track,661.32,AUS,26.0,2019
