rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1,14:22.22,,Kenya,,KEN,1,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1311,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,862.22,BAH,,2014
2,14:34.97,,Nike/Bowerman Track Club B,,USA,1,"Jesuit High School Track, Portland, OR (USA)",2020-07-31,1264,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,874.97,USA,,2020
3,14:36.23,,Kenya,,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1259,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,876.23,BEL,,2009
4,14:38.8h,,Federal Republic of Germany,,FRG,1,Köln (GER),1977-08-17,1250,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,878.8,GER,,1977
5,14:40.4h,,New Zealand,,NZL,1,Oslo (NOR),1973-08-22,1244,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,880.4,NOR,,1973
6,14:40.80,,United States,,USA,2,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1242,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,880.8,BAH,,2014
7,14:41.22,,Ethiopia,,ETH,3,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1241,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,881.22,BAH,,2014
8,14:44.31,,Mixed Team,,INT,2,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1229,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,884.31,BEL,,2009
9,14:44.69,,Nike/Bowerman Track Club,,USA,2,"Jesuit High School Track, Portland, OR (USA)",2020-07-31,1228,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,884.69,USA,,2020
10,14:45.63,,Soviet Union,,URS,1,Leningrad (URS),1985-08-04,1225,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,885.63,URS,,1985
11,14:46.04,,Australia,,AUS,4,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1223,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,886.04,BAH,,2014
12,14:46.16,,Larios,,ESP,1,Madrid (ESP),1997-09-05,1223,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,886.16,ESP,,1997
13,14:46.3h,,United States,,USA,,Bourges (FRA),1979-06-24,1222,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,886.3,FRA,,1979
14,14:46.92,,Australia,,AUS,3,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1220,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,886.92,BEL,,2009
15,14:47.57,,United States,,USA,4,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1218,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,887.57,BEL,,2009
16,14:48.2h,,France,,FRA,,Bourges (FRA),1979-06-23,1215,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,888.2,FRA,,1979
17,14:48.23,,United States,,USA,1,Dublin (IRL),1987-08-28,1215,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,888.23,IRL,,1987
18,14:48.6h,,Kenya,,KEN,1,Nairobi (KEN),2014-04-04,1214,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,888.6,KEN,,2014
19,14:49.0h,,France,,FRA,1,St-Maur (FRA),1965-06-25,1212,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,889.0,FRA,,1965
20,14:50.2h,,New Zealand,,NZL,1,Auckland (NZL),1975-05-17,1208,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,890.2,NZL,,1975
20,14:50.2h,,Arkansas,,UND,1,"Philadelphia, PA (USA)",1985-04-27,1208,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,890.2,USA,,1985
22,14:50.82,,South Africa,,RSA,1,Port Elizabeth (RSA),1984-10-15,1206,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,890.82,RSA,,1984
23,14:52.13,,Arkansas Track Club,,INT,1,"Philadelphia, PA (USA)",2000-04-29,1201,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,892.13,USA,,2000
24,14:52.37,,Reebok Enclave,,USA,2,"Philadelphia, PA (USA)",2000-04-29,1200,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,892.37,USA,,2000
25,14:52.52,,France,,FRA,1,Nice (FRA),2011-09-18,1200,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,892.52,FRA,,2011
26,14:52.81,,Villanova,,INT,1,"Philadelphia, PA (USA)",1984-04-28,1199,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,892.81,USA,,1984
26,14:52.81,,Arkansas,,INT,1,"Philadelphia, PA (USA)",1994-04-30,1199,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,892.81,USA,,1994
28,14:53.34,,Georgetown,,USA,1,"Philadelphia, PA (USA)",1991-04-27,1197,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,893.34,USA,,1991
29,14:53.43,,Arkansas,,INT,2,"Philadelphia, PA (USA)",1984-04-28,1196,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,893.43,USA,,1984
30,14:53.8h,,France,,FRA,1,Colombes (FRA),1971-10-02,1195,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,893.8,FRA,,1971
31,14:54.3h,,Kenya,,KEN,1,Nairobi (KEN),2014-03-22,1193,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.3,KEN,,2014
32,14:54.5h,,Kenya B,,KEN,2,Nairobi (KEN),2014-04-04,1193,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.5,KEN,,2014
33,14:54.57,,England,,GBR,5,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1192,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.57,BEL,,2009
34,14:54.77,,Kenya,,KEN,1,Nairobi (KEN),2014-04-26,1192,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.77,KEN,,2014
35,14:54.84,,Arkansas,,INT,1,"Philadelphia, PA (USA)",1990-04-28,1191,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.84,USA,,1990
36,14:54.86,,Kenya B,,KEN,2,Nairobi (KEN),2014-04-26,1191,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,894.86,KEN,,2014
37,14:55.31,,Arkansas,,INT,1,"Philadelphia, PA (USA)",1986-04-26,1190,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,895.31,USA,,1986
38,14:56.8h,,British Milers Club,,GBR,3f1,Bourges (FRA),1979-06-23,1184,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,896.8,FRA,,1979
39,14:57.10,,Kenya B,,KEN,2,Nairobi (KEN),2014-03-22,1183,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,897.1,KEN,,2014
40,14:57.87,,Arkansas,,USA,1,"Philadelphia, PA (USA)",1988-04-30,1181,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,897.87,USA,,1988
41,14:58.0h,,German Democratic Republic,,GDR,1,Potsdam (GDR),1963-07-23,1180,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,898.0,GDR,,1963
42,14:58.62,,Georgetown,,USA,2,"Philadelphia, PA (USA)",1988-04-30,1178,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,898.62,USA,,1988
43,14:58.72,,Penn State,,USA,2,"Philadelphia, PA (USA)",1986-04-26,1178,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,898.72,USA,,1986
44,14:59.06,,Auburn,,USA,3,"Philadelphia, PA (USA)",1986-04-26,1176,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.06,USA,,1986
44,14:59.06,,TV Wattenscheid 01,,GER,1,Rhede (GER),1995-07-09,1176,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.06,GER,,1995
46,14:59.1h,,Pro Patria Az Verde,,ITA,1,Bergamo (ITA),1979-09-17,1176,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.1,ITA,,1979
47,14:59.35,,Villanova,,INT,1,"Philadelphia, PA (USA)",1979-04-28,1175,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.35,USA,,1979
48,14:59.57,,Indiana,,USA,3,"Philadelphia, PA (USA)",1988-04-30,1175,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.57,USA,,1988
49,14:59.8h,,Ireland,,IRL,2,Dublin (IRL),1987-08-28,1174,4x1500-metres-relay,relays,male,senior,4x1500-metres-relay,track,899.8,IRL,,1987
